PDB,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1ulg,6,113,0,0,0,0,119,0,2,2,5,0,0,0,0,12,-44.06880044,3.562275913,-4.287772807,-12.70562903,0,14.45717044,-11.87367838,7.905177923,-5.816329945
1upf,4,144,2,0,23,8,0,115,1,2,17,0,1,0,0,0,-25.27732074,0.456902804,-1.20413551,-7.53487208,-2.453837258,8.832640733,-20.26047532,0.72428355,-6.355134857
1ur9,12,320,0,0,23,19,147,143,3,5,39,0,0,1,0,14,-88.29426735,4.570281451,-5.088400445,-44.30593387,-1.370468836,66.72219265,-69.7960171,13.0728414,-7.971549592
1urg,7,190,0,0,0,25,12,160,4,2,21,0,0,0,0,12,-71.21663028,0.288581898,-4.753848685,-30.85316368,0,26.32180377,-30.68037176,7.502215766,-8.040627145
1usn,9,199,0,22,2,17,51,116,1,2,29,1,1,1,0,5,79.45199867,2.666505618,-1.421268469,-18.91716076,-2.884760558,-34.85130482,-41.82495208,3.905351872,-10.69320517
1utc,22,414,0,15,17,0,222,182,4,8,44,0,0,2,1,25,-114.1647179,4.99339429,-10.18932072,-58.0686771,-1.990462285,101.745942,-83.81735291,9.818895412,-6.286057304
1utj,3,111,0,0,49,0,10,55,2,0,11,0,0,0,1,2,-117.7844204,1.534909537,-1.470511297,-14.3579723,0,144.435528,-15.00537345,2.469139671,-5.305156054
1utl,2,106,0,6,29,0,20,53,1,0,9,0,0,0,1,4,-149.4012603,0.523688107,-0.995337755,-18.19636559,-0.77502305,183.7760829,-22.66388001,0.834829149,-3.412431108
1utm,2,107,0,4,30,0,18,57,1,0,11,0,0,0,1,3,-143.2945454,0.334140076,-1.010191559,-16.61902814,-0.4574949,178.0072484,-19.97210382,1.184947108,-4.158468678
1utn,4,127,0,2,50,0,11,68,2,0,17,0,0,0,1,2,-72.66765498,0.439308059,-1.409455582,-15.46011676,-0.21384729,102.7387601,-18.06767875,0.61301,-4.821613185
1uto,5,115,0,8,30,0,19,63,1,0,12,0,0,0,1,3,-107.4262064,0.545101259,-0.985936611,-17.37251688,-0.055785419,130.8365025,-20.92252449,1.511225808,-3.136120897
1uv6,2,139,0,14,13,0,56,58,2,1,23,4,0,0,0,4,-174.4472527,5.263403232,-1.064121528,-30.58329443,0,174.0997786,-30.42725697,3.003350437,-7.073541406
1uw6,0,100,0,16,2,0,58,24,0,0,23,2,0,0,0,1,-20.70138382,1.074676179,-0.270810523,-41.08952735,-0.589937013,62.14022577,-31.47510008,1.746647757,-10.14058475
1uwf,14,227,0,4,21,0,109,107,3,5,7,0,0,0,0,9,-53.87950894,1.540678746,-4.576116505,-24.976656,0,22.6915647,-24.72215056,2.606556999,-9.422178201
1uxa,5,137,0,0,16,0,76,50,2,1,14,0,0,0,1,16,-135.4154612,-2.891642487,-7.590332126,-16.5073528,0,82.1849387,-21.90810302,7.004169086,-3.177567428
1uxb,6,139,0,0,14,0,78,53,2,1,12,0,0,0,1,16,-94.2631904,-0.94030807,-6.887676632,-16.93858053,0,59.31369139,-27.09248918,7.561823402,-2.97033477
1uz4,15,168,0,0,0,0,51,132,4,4,14,0,0,0,0,4,-51.02026535,1.325300381,-4.032809081,-16.32561403,0,29.53454079,-20.56045015,4.759342969,-4.69727359
1v0k,5,103,0,0,0,0,22,86,0,2,5,1,0,0,2,7,-70.76934033,4.745990321,-3.979474558,-9.199347792,0,29.09953102,-14.81923297,9.475704668,-7.045910385
1v0l,9,181,0,0,1,0,52,137,2,3,12,0,0,0,2,6,-54.55382411,1.40740905,-4.696230043,-19.50648593,0,50.62506887,-29.04570511,4.040632598,-10.43071047
1v1j,15,222,0,4,23,10,51,149,3,6,12,0,0,0,0,4,-24.00812293,0.02241003,-6.589298087,-21.11178579,0,5.194744228,-24.1300689,6.5726207,-6.659076089
1v2j,6,172,0,32,37,0,43,66,3,0,21,0,0,0,0,2,-207.9709466,1.15677775,-7.255544944,-12.84762943,-0.37690651,206.3138373,-22.78662014,1.671166877,-4.490040931
1v2k,1,204,0,30,29,0,48,98,0,0,51,0,1,1,0,4,-71.92343507,-3.64161894,-0.183282056,-42.0794438,-3.064755148,126.2851095,-56.9864104,14.17703443,-8.551801035
1v2l,6,151,0,27,34,0,40,56,3,0,13,0,0,0,0,2,-246.4307577,1.398843223,-7.199572709,-12.22457487,-2.94E-07,246.7567108,-21.29398771,2.520420875,-5.926854029
1v2n,13,256,0,38,46,0,93,92,4,1,25,0,0,0,0,6,-363.8234058,3.978938209,-8.626855286,-30.91734534,-4.721476888,366.3910254,-41.96478154,5.471270782,-8.151151229
1v2q,9,245,0,8,99,0,20,127,4,3,17,0,0,0,0,11,-307.813496,4.737315248,-8.343806263,-21.87404723,-0.375461269,311.9622905,-38.37623248,18.81622456,-5.70580586
1v2r,10,272,0,42,60,0,48,132,5,2,25,1,0,0,0,11,-277.9399096,4.623952506,-8.351911604,-30.39352228,-2.185454485,277.8023049,-43.22232659,10.61109454,-4.904506248
1v2s,6,158,0,26,37,0,44,57,3,0,16,0,0,0,0,2,-242.1388847,1.498842629,-7.112337721,-12.76815032,-8.12E-08,253.0394225,-22.61185985,2.578550034,-5.761067903
1v2t,9,200,0,32,54,0,38,85,5,1,12,0,0,0,0,11,-307.1342253,3.809884924,-7.857837829,-22.50969744,-8.91E-05,314.2367471,-35.35824072,12.91588042,-6.507105473
1v2u,8,167,0,29,37,0,42,67,3,0,23,0,0,0,0,2,-224.3807922,1.224964991,-7.103912565,-13.71156025,-7.00E-10,228.6872079,-22.81375151,2.359185032,-4.655827058
1v2w,9,238,0,14,88,0,23,122,5,1,18,0,0,0,0,11,-306.6747924,3.418678576,-7.873267743,-24.95056931,-0.239402117,313.4947198,-37.83226259,13.06629048,-5.540019734
1vj9,17,345,0,24,94,0,62,182,6,3,22,0,0,0,0,17,-284.7823079,5.933415487,-8.697337464,-35.11266696,-0.496145304,291.0946147,-62.58161688,17.31695084,-10.43071047
1vja,16,321,0,53,56,0,84,144,7,3,20,0,0,0,0,15,-305.7724876,7.24007683,-10.47605932,-27.52686766,-0.250497054,282.2970301,-46.95253958,17.79222902,-10.63794313
1vjc,13,260,5,26,21,48,41,132,2,4,12,0,0,0,5,11,-42.5977019,9.948420609,-11.26459533,-14.95152081,0,46.07234127,-51.59040328,19.43380858,-4.94595278
1vjd,19,370,10,41,33,75,76,154,4,8,12,0,0,0,3,11,-153.8242656,9.111503626,-16.90829071,-14.33808088,0,145.0942465,-52.24282293,20.52058651,-4.890690738
1vkj,21,431,19,13,40,109,101,170,1,15,21,0,2,0,5,8,-349.2098535,11.25606383,-27.18800721,-11.64426068,-1.407105972,340.4157536,-35.10400157,13.6649691,-6.700522621
1vwl,9,313,0,5,22,0,231,64,3,3,32,0,0,1,0,13,-82.63632592,1.184662114,-4.860049791,-40.41055113,-0.531091594,50.38848394,-60.01073369,20.27253808,-7.778132444
1vwn,10,333,0,4,3,0,256,80,1,8,50,0,1,1,0,10,-41.19446005,1.142310684,-5.295969175,-45.65051931,-1.259398783,25.65153165,-64.55227059,10.59772021,-8.040627145
1vyf,4,169,2,0,0,41,87,43,0,3,17,0,0,0,2,15,-71.5590283,0.371478497,-6.151366957,-55.9041841,0,64.82514816,-46.58704947,9.559824765,-11.121486
1vyg,5,209,6,1,3,39,103,62,0,3,31,0,0,0,2,14,-74.59913098,0.166349854,-6.296448522,-66.18811071,0,61.18561937,-48.60355592,9.115232282,-11.05240845
1w3j,8,145,0,0,0,0,54,99,5,2,8,2,0,0,2,8,-30.18939243,2.154670746,-4.008305446,-16.11153986,0,35.98034148,-24.49567378,3.406223954,-8.731402673
1w3l,21,233,0,0,22,0,81,151,5,5,19,2,0,0,2,16,-117.5438218,4.061610679,-9.888826072,-23.80352506,0,52.37808864,-31.64919144,19.28556614,-8.67614063
1w4o,10,209,0,34,0,44,112,29,2,7,7,0,0,0,4,6,-114.7768192,-0.155743718,-13.07206144,-6.790163772,-8.19E-07,93.99177163,-31.42961445,4.207216416,-7.211696511
1w4p,10,184,0,22,0,44,100,28,1,7,5,0,0,0,4,5,-128.1045683,1.270873973,-14.7344859,-7.683448867,-0.001002077,95.29972874,-27.64766878,4.449180964,-6.548552005
1w4q,13,187,0,28,0,44,98,30,1,6,5,0,0,0,4,5,-131.2093968,4.819013695,-13.83480532,-7.657022087,-0.074356187,89.09415913,-19.9719297,5.553778521,-7.266958554
1w5v,10,458,0,22,52,0,143,251,7,1,42,0,0,0,0,17,-46.92399125,-0.366789619,-4.2933845,-74.25539734,-1.068022956,57.52318207,-101.2056858,14.73008229,-11.2596411
1w5w,13,485,0,16,54,0,144,284,5,2,48,0,0,0,0,17,-39.20788126,0.428780776,-4.401897006,-77.32578387,-1.59799779,55.77072101,-103.3003859,12.13561056,-12.15764929
1w5x,14,504,0,21,56,0,149,292,5,2,45,0,0,0,0,17,-37.60407409,2.984620048,-4.309777594,-80.31120048,-1.242542408,53.90404584,-106.9834866,10.73821392,-11.60502887
1w5y,16,490,0,17,60,0,139,290,5,2,46,0,0,0,0,17,-40.0363378,4.009005954,-4.972462174,-77.26570697,-0.673306383,52.98999756,-100.936785,16.15395007,-11.71555295
1w8l,2,75,0,2,5,0,55,15,0,1,11,0,0,0,0,0,-7.528273599,0.845144399,-0.299833301,-24.26267824,0,9.751483875,-24.56452376,0.944688831,-0.676960017
1w8m,3,84,0,2,8,0,63,14,0,1,13,0,0,0,0,3,-16.8764352,1.003698348,-0.853917103,-15.57823371,0,9.988665652,-27.28525092,0.662008788,-2.210481689
1wcq,15,241,0,1,1,0,185,69,6,6,16,1,0,0,5,11,-40.0388273,2.63161618,-19.06646654,-24.01805319,0,2.216948745,-29.24005411,9.32817518,-8.648509609
1wdn,15,234,5,18,11,29,141,45,5,5,16,0,0,0,0,5,-28.93923221,4.620850477,-5.694877857,-12.37325694,-2.10263932,0.013480472,-20.88143109,3.627035874,-8.703771652
1we2,8,172,0,0,19,103,0,58,1,4,6,0,0,0,2,4,-178.1226096,-0.974221801,-7.812956035,-22.635076,0,164.6243796,-23.08702601,3.716974004,-6.023562603
1wht,8,157,2,3,16,14,23,107,0,7,25,0,2,0,2,5,251.6930886,2.803982741,-8.134243476,-21.9333232,-4.153283084,-197.206355,-24.16540897,3.101741804,-5.111738906
1wm1,3,143,1,0,12,67,3,63,1,2,9,0,0,0,2,3,-15.86049324,2.314274468,-0.646053956,-26.89984639,-1.146546048,27.04925729,-40.23644149,2.181270162,-8.703771652
1ws4,7,138,0,16,14,0,65,50,1,1,15,0,0,0,0,6,-40.23207194,0.103450381,-2.864664352,-18.1495337,0,12.38894662,-17.60245567,2.037809631,-4.144653167
1ws5,7,159,0,17,15,0,79,55,3,2,19,0,0,0,0,6,-47.42782706,-0.513329134,-3.974119532,-18.89374905,0,15.3717906,-15.90011037,3.059853241,-4.186099699
1wvj,16,269,5,26,3,75,121,55,1,7,25,1,0,0,2,4,-56.01455413,1.086630716,-4.925564274,-33.48044532,-4.00E-11,28.14670085,-37.77714185,2.206817713,-9.297838606
1x38,12,235,0,0,5,15,81,146,2,3,25,0,1,0,0,6,-22.50867017,-2.156484245,-5.128134622,-30.79759249,-2.906306788,55.27034016,-42.40859458,7.335579434,-12.11620276
1x39,13,238,0,3,3,17,134,94,5,3,17,0,0,0,1,8,-31.29173858,-1.171043982,-6.056982088,-33.4373057,-0.67453394,53.87937428,-45.60249319,10.86122722,-12.73790073
1x8d,9,140,0,0,0,104,43,2,1,3,3,0,0,0,0,4,-51.74044189,-0.43976423,-2.027696787,-19.8720657,0,15.49543988,-16.43602665,4.789879297,-3.053227833
1x8j,0,125,0,0,1,44,15,65,0,0,12,0,0,0,0,1,-24.66782557,1.498882224,-0.513584509,-59.83710371,0,31.86524111,-43.61477059,1.342651878,-9.615595348
1x8r,31,422,16,0,8,271,0,158,0,22,19,0,0,0,11,8,-444.7151541,4.685127292,-44.77854894,-17.21548756,0,412.5160307,-18.15856556,8.788395793,-8.455092462
1x8t,28,362,5,0,4,272,0,109,0,17,16,0,0,0,10,8,-466.8080432,4.294874561,-41.43077409,-16.17916605,0,426.4019417,-15.22631124,10.93790469,-10.77609824
1xbo,12,331,5,1,15,132,14,176,1,9,26,0,0,0,1,11,-100.8989813,3.195824423,-10.43928383,-36.79248973,-0.634981657,90.24111412,-51.6046841,7.176587596,-8.344568377
1xd0,21,404,0,0,29,39,74,283,4,2,18,0,0,0,2,28,-42.36951497,5.073396325,-7.558121283,-60.07391814,0,74.15693322,-77.82540566,19.2496882,-9.836643517
1xgi,9,192,6,40,5,54,31,65,0,5,13,0,0,2,0,5,-25.35952056,3.785294534,-3.451582353,-15.47849352,-0.622031239,16.3270147,-35.67670693,4.929319731,-6.700522621
1xhy,13,176,9,10,7,67,48,48,0,9,19,0,0,0,2,4,-125.1002647,4.347946486,-14.20960425,-25.5198752,0,127.1726164,-31.36921127,5.634614337,-8.537985525
1xk5,11,279,0,33,0,0,217,40,2,6,32,0,5,0,5,18,-138.2295135,6.479810126,-14.031215,-16.52519714,-7.650702957,73.61843217,-41.15064576,13.55365278,-8.289306335
1xk9,2,177,1,28,0,68,76,6,1,2,45,0,3,0,0,3,-20.58771592,2.637938527,-0.653805802,-26.82827614,-5.884078273,15.85091703,-39.8284974,4.6035617,-9.463624732
1xka,11,257,0,25,48,8,64,123,3,1,40,1,2,1,1,10,-210.1511165,3.580657413,-10.62542382,-33.90967411,-1.709068915,225.9861524,-44.0074204,7.461986864,-9.505071264
1xpz,11,204,0,0,25,14,53,123,1,2,16,1,0,0,0,7,-21.15045111,2.732788532,-2.46248288,-12.99295493,-0.746421298,2.171739967,-31.46043675,4.493069316,-9.781381475
1xq0,9,157,0,0,17,6,52,91,2,1,4,0,1,0,0,7,-19.7032514,1.579951065,-2.285215854,-18.62820238,-1.574596396,10.95047578,-32.40528209,4.904335726,-8.759033694
1y0l,5,213,0,4,1,0,187,26,0,3,43,0,3,0,0,6,-25.32434672,5.017298324,-4.327959995,-39.08037015,-9.229975888,19.86368416,-37.03293787,5.753902819,-12.4339595
1y20,10,163,3,19,2,41,71,37,3,5,18,0,0,0,2,2,-33.7552865,0.323543294,-4.136954937,-14.9398907,0,12.93221599,-12.71108195,0.5920007,-7.349851617
1y2f,0,139,0,0,2,0,109,28,0,0,34,0,2,0,1,7,-78.47669497,1.067043698,-2.108531187,-32.50355659,-3.559873916,66.00462706,-29.62031319,2.183691214,-6.797231195
1y2g,0,128,0,0,2,0,114,12,0,0,24,0,2,0,0,3,-13.69876538,1.253560725,-0.468195009,-21.83072189,-4.843967868,12.63658148,-32.14372381,1.908219631,-5.636728308
1y3n,22,258,6,0,0,121,104,49,1,9,13,0,0,0,3,9,-100.6366737,2.189822549,-13.14049829,-18.74125076,0,74.37094084,-33.73523648,5.960600265,-7.66760836
1y3p,28,389,6,0,0,139,133,139,1,12,17,0,0,0,6,19,-123.027353,5.038360235,-18.71360994,-30.15450758,0,109.4754841,-58.10049205,12.97423614,-6.659076089
1y6r,13,312,0,22,26,54,89,134,6,2,26,0,0,0,1,6,-45.73150883,5.558948488,-7.608900716,-52.88461281,-0.389152437,37.8175699,-53.13106286,5.794905887,-13.96748117
1yc1,12,275,14,13,0,151,92,17,2,1,30,0,0,0,1,6,-22.73816591,1.904554788,-8.605152591,-34.46882049,-1.655487633,3.850683332,-49.44317405,3.05013314,-8.524170014
1yc4,8,249,14,7,0,121,104,11,2,1,28,0,0,0,0,5,-37.86474754,2.571928275,-2.391811309,-30.23062035,-0.347071657,22.9348671,-42.5751877,4.197435934,-9.049159416
1ydk,18,233,7,15,4,61,32,132,2,6,13,0,0,0,4,16,-149.0052076,0.831584316,-13.00252876,-31.70872433,0,101.3755008,-29.33119494,10.89414297,-8.137335719
1yei,7,232,0,1,9,0,159,70,1,4,42,0,3,0,1,9,-96.28472729,4.605542509,-6.271823203,-24.55042815,-4.972064636,91.66350381,-45.71214195,7.971968322,-10.30637088
1yid,21,325,14,42,7,72,90,121,3,11,11,0,0,0,8,11,-121.7904325,12.13142669,-14.03617272,-8.626147995,-1.181118056,122.1851967,-38.98965948,12.75614267,-6.907755279
1yqj,1,271,0,9,23,10,107,123,0,1,52,0,1,0,1,5,-11.69099308,2.418983206,-0.280916955,-52.23518806,-2.042985394,24.20938711,-67.91220881,4.699478015,-11.24582559
1yqy,14,249,2,18,9,80,19,135,3,1,25,1,1,0,2,6,15.56003113,9.53052101,-2.150830753,-31.97845479,-0.837880139,16.66381977,-48.38739021,11.12664285,-10.52741905
1z3t,10,220,0,0,13,0,36,181,1,5,13,0,0,0,0,12,-76.03827586,3.918299969,-5.857094099,-22.99846238,0,81.05313953,-34.15400221,9.557864256,-5.44331116
1z3v,13,221,0,0,16,0,26,192,2,4,14,0,0,0,0,12,-72.02709782,1.344445398,-7.118937683,-21.43689054,0,65.07687942,-32.87011874,4.690945614,-5.678174839
1z6e,8,290,0,41,43,0,75,139,3,2,39,1,4,2,1,8,-38.28344215,8.132618548,-5.361405586,-39.85587675,-3.96517015,88.53386467,-61.70112418,8.345938715,-13.42867626
1z6s,14,245,0,5,0,41,129,84,3,7,15,1,1,0,4,7,-142.405342,7.960224452,-16.21405895,-6.150818519,-4.288575923,109.9805885,-28.06465694,10.44458608,-5.995931582
1zhy,1,185,1,0,3,37,60,85,1,0,34,0,0,0,0,6,-17.89791419,2.773497981,-0.52402701,-87.90617533,0,34.66531101,-64.55059386,2.583467924,-9.007712884
1zog,0,157,0,5,2,0,141,9,0,0,14,0,0,0,0,1,-20.03328051,1.819432003,-0.247746319,-58.05519239,-0.196084467,9.870909731,-38.71318805,1.784286244,-9.878090049
1zoh,0,142,0,6,0,0,132,4,0,0,14,0,0,0,0,0,-12.46247082,1.28062314,-0.259961414,-58.33025745,-0.003273692,11.20307972,-46.95117768,1.666816035,-9.670857391
1zp8,10,328,0,29,36,0,92,181,3,3,37,0,0,0,0,17,-6.374370055,9.047711245,-3.610749198,-53.47379907,-0.000119988,20.26826671,-83.21520297,13.37759269,-12.11620276
1zpa,8,313,0,16,34,0,95,176,1,3,32,0,0,0,0,19,-15.67302824,2.998311412,-3.834705552,-56.86772445,-3.51E-06,25.98000672,-83.60979201,10.87573453,-11.60502887
220l,0,92,1,0,0,91,0,0,0,0,23,0,0,0,0,0,-2.194912277,0.022959262,0,-20.45196247,-0.209156845,2.604054851,-17.97204966,0.094071314,-4.69727359
2a31,7,183,0,14,56,0,33,87,3,1,10,0,0,0,1,4,-293.0572608,1.935516195,-5.379994621,-15.79236932,0,264.7019962,-16.78156362,1.227621991,-1.395366566
2a4m,7,177,0,22,0,106,56,0,2,2,19,0,0,0,0,4,6.542979015,2.949445848,-0.968251912,-17.02344775,-0.566919822,7.642284,-30.56802454,3.846277757,-6.244610772
2a5b,11,248,0,1,0,0,201,57,3,3,19,0,2,0,0,5,-53.68468224,5.975541402,-2.202675741,-16.09789918,-3.155475412,22.18297885,-33.74500247,9.911919986,-5.429495649
2a5c,6,210,0,0,2,0,152,62,1,3,24,0,0,0,0,5,-54.26252913,1.636048319,-2.872830314,-21.3900803,-1.612230379,19.8056038,-31.71612051,1.740547483,-6.382765878
2aac,9,161,0,0,19,0,134,17,2,2,17,0,0,0,0,4,-42.22562314,-0.942559197,-3.872912722,-22.73710796,0,20.70799567,-23.21823539,3.57042244,-3.067043344
2aj8,1,155,4,1,0,36,1,114,0,1,30,0,2,1,2,3,-38.26447225,3.43829933,-1.236625743,-26.67377685,-4.896861594,31.3057415,-44.97020794,2.924694493,-8.565616546
2ans,3,199,0,0,0,28,138,36,0,2,20,2,0,1,1,3,-62.19382415,2.557420229,-4.56345217,-29.28243388,-1.658080332,59.89611291,-41.17465821,1.460275552,-8.17878225
2aoc,22,475,0,47,58,0,163,229,8,4,38,0,0,0,2,30,-103.5487462,3.482719139,-13.27014266,-78.49281538,0,25.75461408,-100.7081766,22.02986524,-6.755784663
2aod,19,476,0,47,58,0,180,210,8,3,30,0,0,0,2,30,-90.65708961,0.985793438,-12.04754524,-79.85302671,0,16.99116303,-102.5256139,17.84133263,-7.819578976
2aoe,15,438,0,50,54,0,161,188,8,4,38,0,0,0,4,30,-115.1941149,8.829221806,-11.07585627,-66.85144001,0,44.48758299,-84.52943111,17.69985918,-10.52741905
2aog,19,459,0,43,60,0,178,197,7,4,33,0,0,0,2,30,-126.3683401,1.659675597,-13.53975736,-72.83177318,0,30.17433915,-89.33495275,21.07162733,-8.67614063
2aqu,6,329,0,29,42,0,86,178,5,2,46,0,0,0,2,19,-69.25102931,4.595108112,-3.778559545,-71.29210592,-2.60E-08,61.14343943,-92.59090177,10.67845702,-12.87605584
2arm,7,112,0,0,30,44,0,45,1,2,9,0,0,0,0,6,-35.60317557,1.698022664,-1.571488694,-16.66715221,0,36.4390503,-26.74732963,3.112680864,-11.23201008
2avm,18,456,0,41,53,0,183,197,8,3,35,0,0,0,2,30,-98.69053429,2.675067623,-12.79832728,-80.17698387,0,20.04949503,-98.64429709,20.01182671,-7.874841018
2avo,6,320,0,20,35,0,101,170,3,0,40,0,0,0,2,14,-53.84861737,4.07384988,-2.73839459,-78.13679307,-0.584231174,53.30697916,-94.07140034,9.513342315,-12.22672684
2avq,19,441,0,42,50,0,197,171,6,3,39,0,0,0,2,30,-120.7594147,3.675282534,-12.97480308,-73.75558429,0,14.92244819,-88.30155514,23.12075211,-6.065009135
2avs,7,354,0,22,37,0,114,188,2,2,45,0,0,0,2,14,-57.98510477,6.153323479,-3.503106633,-80.27522724,-0.442251729,56.96609242,-97.35686059,11.54999877,-10.45834149
2avv,6,334,0,17,33,0,109,181,3,1,37,0,0,0,2,14,-62.98590496,7.599275003,-3.458718156,-78.92604156,-0.241767344,53.47481248,-91.62235187,17.42559513,-12.79316278
2b07,13,243,7,0,10,55,7,177,0,6,26,0,0,0,3,9,-95.80585983,-0.197899567,-12.14322999,-43.09047664,-1.155722558,83.50178105,-47.25754674,4.541035801,-8.883373289
2b4l,5,113,9,0,2,34,25,48,0,3,29,6,0,0,2,2,2.017035712,1.028493861,-0.898543614,-24.14008828,0,-4.40054756,-23.07535415,2.826104857,-6.589998536
2bfq,13,405,7,10,57,84,37,223,1,7,38,0,2,0,0,15,-39.06208562,2.087743582,-13.15090085,-28.75896035,-4.72235662,22.05918357,-64.35303954,31.38789198,-9.518886774
2bfr,17,325,8,13,62,72,68,119,2,9,19,0,0,0,0,9,-37.08827076,9.38845135,-12.23585555,-14.53198363,-0.209743188,34.37861835,-37.37842172,9.554277573,-7.253143043
2bjm,2,113,0,0,0,0,99,16,1,0,27,0,7,2,0,1,-12.5540311,0.761642244,-0.048413928,-25.33773641,-13.81475165,22.54970242,-26.40868236,0.791880254,-5.111738906
2bmz,8,144,0,28,12,0,77,35,2,4,6,0,0,0,0,10,-79.73286327,2.10557766,-4.530554111,-12.20391766,0,33.1875789,-17.48321673,2.309307226,-5.111738906
2bo4,13,163,22,0,2,74,0,78,0,7,12,0,0,0,2,6,-156.5321097,1.929703903,-13.59565272,-12.63089545,0,149.3133851,-13.40914695,1.271763975,-6.368950367
2boh,1,214,0,35,33,0,66,81,0,1,42,3,0,0,0,6,-11.13532479,4.15614647,-0.530591974,-67.12271225,-1.079318192,92.28288591,-77.1967115,5.791005531,-11.770815
2bpv,8,322,0,10,40,0,98,182,4,1,31,0,0,0,2,14,-57.00885456,2.823164428,-3.633788701,-79.25203365,-0.291807657,58.92407694,-90.86778931,10.96951273,-10.5964966
2bpy,7,353,0,20,36,0,98,206,3,1,36,0,0,0,2,14,-46.19733989,5.804389337,-3.293955404,-76.95774002,-1.121485031,58.82589673,-99.72782436,19.15390292,-10.22347781
2bq7,1,205,0,20,27,0,60,99,0,1,41,1,0,0,0,6,-32.01824686,0.36263009,-1.248869473,-48.28752904,-1.224670855,85.05965199,-58.67466898,13.27109751,-9.739934943
2bqv,7,363,0,23,56,0,115,176,3,2,37,0,0,0,0,15,-42.29559126,3.413198092,-3.115395608,-69.77295385,-0.047491973,47.14296663,-87.59258246,11.98318782,-11.121486
2bsu,21,574,12,0,0,460,120,3,4,10,67,0,0,1,0,34,-136.2166417,10.63137703,-6.814344117,-77.02087346,-0.135328869,108.8751824,-105.7205847,17.99487095,-7.819578976
2bt9,9,146,0,3,8,0,122,22,2,4,12,0,0,0,0,4,-24.47082264,-1.601239331,-3.425242187,-20.96284909,0,10.71286813,-22.37661512,4.601141735,-8.551801035
2bvd,13,219,0,0,0,0,100,132,7,3,17,0,0,0,2,10,-49.62840564,4.086918465,-7.952850594,-24.87948206,0,51.8801733,-31.89148582,12.6998092,-8.289306335
2byr,1,236,0,3,18,0,122,94,0,1,50,2,0,0,0,12,-28.88717757,3.009853067,-1.288576145,-75.33549515,-1.906139534,75.05156214,-76.28422803,6.487890262,-11.81226153
2bza,4,107,0,0,45,0,5,61,2,0,10,0,0,0,1,2,-75.61062161,0.350030588,-1.343442351,-15.01373575,-0.817361298,110.0927539,-16.13095477,0.499268666,-3.868342956
2c1p,3,199,0,11,9,0,156,26,1,2,30,0,0,0,0,6,-23.69340349,0.524473892,-0.752248761,-30.10951446,-1.525134172,21.00567066,-46.67670576,1.605276334,-7.460375701
2c4v,21,217,0,6,14,0,56,162,1,11,8,0,0,0,7,6,-227.2502177,0.141154031,-19.82612634,-10.80386607,0,197.6965826,-19.3446727,2.654341288,-3.592032745
2c80,15,267,7,15,5,56,40,159,3,7,22,0,0,0,5,16,-114.8895025,0.939302057,-12.37028015,-35.1419136,0,58.90070382,-29.95971794,7.442633304,-7.363667127
2c92,19,344,2,36,34,66,42,183,4,8,26,0,4,0,1,16,-55.80477751,7.131896132,-14.5443481,-32.90070184,-10.73478734,31.52235324,-41.20172444,16.25784345,-7.847209997
2c94,21,387,1,33,42,90,50,192,4,9,28,0,4,0,1,15,-80.64196657,8.335610471,-13.51059681,-35.44892224,-9.638640678,47.58789461,-54.64364,21.43072377,-9.422178201
2c97,9,228,0,10,27,54,29,117,1,7,20,0,2,0,1,6,-44.9647102,5.903837611,-12.41989375,-24.08120768,-4.983108821,29.74530397,-25.84165317,4.742165041,-8.482723483
2ca8,11,227,4,17,4,31,43,139,2,6,13,0,0,0,4,11,-81.44999563,2.380419363,-8.13819335,-14.66542521,0,48.08359641,-23.80333462,6.06311544,-6.43802792
2cex,14,200,0,5,10,11,92,96,4,6,17,0,0,0,2,9,-80.83091991,0.933913058,-11.84953398,-20.39731906,0,80.79980139,-36.12723215,7.678675311,-6.493289962
2cht,13,205,10,12,1,31,114,50,1,8,15,0,0,0,3,3,-51.5092181,0.603098469,-12.17969603,-30.17599842,0,35.1817514,-26.66741554,1.751942109,-7.626161828
2cji,2,200,0,44,25,0,63,70,0,1,41,0,0,0,0,5,-46.97010908,4.165580342,-0.35822892,-53.38469054,-7.00E-11,89.42269681,-66.96364989,4.26625878,-11.35634968
2csn,1,167,0,14,5,7,103,39,0,1,15,0,0,0,1,5,24.41971023,3.283106598,-1.307855794,-33.58491843,0,-47.43002198,-35.75983957,2.694340618,-6.092640156
2d1n,18,402,11,23,68,75,52,191,7,1,26,1,0,0,1,20,-198.4890817,8.241180648,-4.117460287,-59.53337781,-2.57E-05,207.7252616,-61.59715071,11.78385841,-11.2596411
