PDB,VINA,GlideSP,GlideXP,DSX,RFScore,MMGbsa,HPS,HMS,HSS,XAvg ,Experimental
1vwl,-8.80522,-11.7,-10.37,-171.009,-10.88839393,-125.1671929,-9.532702285,-10.67938966,-9.40836269,-9.878090049,-7.778132444
1ado,-3.9531,-6.53,-7.5,-51.411,-6.401712045,-16.23060913,-6.037378114,-6.341319346,-5.871591987,-6.078824646,-8.289306335
1lyx,-3.59658,-7.89,-6.06,-51.541,-6.526786164,-17.67527995,-6.576183026,-7.114987937,-6.520920983,-6.741969152,-6.272241793
1y0l,-7.94293,-10.36,-10.27,-102.01,-7.850014566,-83.50380325,-8.67614063,-8.42746144,-8.054442655,-8.386014909,-12.4339595
1fdq,-7.24814,-8,-9.67,-139.404,-10.48485438,-121.3558499,-9.256392074,-9.974798623,-8.565616546,-9.270207584,-10.04387618
2fgv,-11.25795,-12.28,-11.34,-228.686,-11.49609383,-136.2486742,-11.78463051,-13.53920035,-12.2958044,-12.54448359,-8.455092462
1gt1,-9.40025,-8.56,-8.58,-85.964,-9.912410634,-59.74945,-9.228761053,-9.505071264,-8.42746144,-9.049159415,-8.289306335
1tys,-9.54437,-11.56,-15.06,-105.339,-8.922117967,-77.47615551,-8.441276951,-9.132052479,-8.814295736,-8.800480225,-7.584715296
1o2w,-6.21677,-7.09,-9.41,-95.365,-8.845371247,-20.55033356,-7.722870402,-8.068258166,-7.764316934,-7.847209997,-8.082073676
1qy1,-5.59078,-6.92,-6.41,-63.899,-6.702620169,-65.71332539,-7.18406549,-7.239327532,-7.087356916,-7.17024998,-9.007712884
1lkl,-5.45807,-8.03,-11.06,-134.749,-7.767528963,-82.91831585,-8.054442655,-8.17878225,-7.778132444,-7.999180613,-8.026811634
1qy2,-5.16362,-6.98,-6,-56.613,-6.643361187,-57.17423426,-6.907755279,-7.087356916,-6.907755279,-6.963017321,-7.93010306
1uwf,-6.37329,-6.25,-8.51,-76.04,-5.311875439,-80.03040824,-7.197881001,-7.971549592,-7.142618958,-7.43274468,-9.422178201
1f0u,-7.9549,-9.17,-10.04,-157.297,-10.42035436,-60.07384611,-9.587964327,-10.30637088,-9.256392074,-9.712303922,-9.89190556
1met,-12.60829,-14.13,-15.47,-220.721,-10.63119494,-130.412218,-12.18528031,-13.84314158,-11.24582559,-12.42014399,-12.98657992
1alw,-5.07386,-6.28,-5.66,-50.679,-5.761803926,-43.45594346,-7.142618958,-7.18406549,-6.838677726,-7.059725895,-9.007712884
2f5t,-10.26456,-9.66,-19.53,-141.878,-9.322238796,-127.3985581,-9.132052479,-9.878090049,-9.132052479,-9.380731669,-7.142618959
1jlr,-8.69393,-11.16,-12.29,-143.699,-9.50533468,-98.94788205,-8.703771652,-9.17349901,-8.524170014,-8.800480225,-4.600565016
1msm,-12.50631,-12.52,-12.04,-223.815,-11.84544915,-152.293641,-12.42014399,-13.06947299,-12.54448359,-12.68263869,-14.47865506
2i3i,-8.42248,-10.32,-12.26,-163.218,-8.045692141,-113.0549575,-9.17349901,-10.34781741,-9.601779838,-9.712303922,-10.08532271
2f2h,-10.6108,-8.72,-10.61,-162.267,-9.22864429,-82.08733774,-9.878090049,-10.55505007,-9.518886774,-9.988614133,-7.874841018
3kiv,-3.30913,-3.94,-5.91,-36.536,-5.727403834,-43.91609731,-6.410396899,-6.589998536,-6.023562603,-6.341319346,-6.493289962
1ppl,-8.66515,-10.79,-7.32,-192.413,-10.7469987,-97.27951337,-10.61031211,-12.30961991,-10.88662232,-11.27345662,-11.81226153
1ppk,-8.09709,-8.15,-2,-159.718,-10.41802346,-89.27605424,-9.380731669,-10.87280681,-10.08532271,-10.11295373,-10.58268109
2fqw,-9.02593,-10.52,-9.41,-115.805,-8.320516742,-82.96480762,-8.082073676,-8.565616546,-8.012996124,-8.220228782,-9.228761053
1if8,-6.56715,-6.7,-6.2,-103.094,-9.430250603,-67.0716365,-8.123520208,-9.40836269,-7.902472039,-8.482723483,-13.31815218
1r9l,-4.34372,-9.16,-9.45,-68.303,-7.132219475,-22.78780189,-6.479474452,-6.769600173,-6.341319346,-6.534736494,-7.460375701
1hsh,-11.21007,-12.04,-10.81,-224.066,-11.73423378,-150.6759523,-11.770815,-12.5582991,-11.67410642,-12.00567867,-13.01421095
1pph,-8.16774,-9.6,-9.44,-137.205,-11.09042044,-80.25899556,-8.855742268,-9.477440243,-9.049159415,-9.132052479,-8.17878225
11gs,-6.9823,-10.2,-11.37,-157.042,-10.32336349,-127.5941654,-9.1596835,-10.05769169,-9.049159415,-9.422178201,-8.040627145
1r4w,-6.12229,-9.15,-9.76,-114.45,-7.912734661,-80.50920166,-7.764316934,-8.040627145,-7.709054891,-7.833394486,-5.595281776
1uw6,-6.7263,-5.06,-1.47,-92.818,-6.791570178,-45.58797729,-7.888656529,-8.040627145,-7.43274468,-7.791947955,-10.14058475
1e3v,-8.61269,-7.62,-8.01,-115.861,-9.654907844,-88.93886654,-9.850459028,-10.66557415,-9.035343905,-9.850459028,-5.995931582
1px4,-4.97504,-5.63,-7.1,-56.387,-6.85701933,-10.8897383,-7.308405085,-7.971549592,-7.377482638,-7.557084275,-4.46240991
3jdw,-4.95763,-6.79,-8.21,-69.274,-6.68242667,-45.18041522,-6.507105473,-6.714338131,-6.465658941,-6.562367515,-4.973583801
2gh7,-7.64171,-13.52,-15.76,-119.964,-8.374806845,-115.2897627,-8.510354504,-8.703771652,-8.16496674,-8.455092461,-17.96016373
2cex,-7.31454,-9.13,-12.4,-94.71,-8.047637251,-67.47129068,-7.66760836,-8.192597761,-7.902472039,-7.93010306,-6.493289962
1g98,-5.75843,-8.53,-14.08,-79.732,-7.643023464,-59.45869009,-7.570899786,-8.303121845,-7.557084275,-7.805763465,-7.874841018
1y6r,-10.0018,-11.32,-12.31,-123.125,-9.364697681,-106.3217298,-8.92481982,-9.187314521,-8.620878588,-8.91100431,-13.96748117
1o2s,-6.71949,-9.64,-9.74,-88.055,-7.636818794,-36.19957247,-7.764316934,-8.386014909,-7.902472039,-8.012996124,-7.557084275
1uj5,-5.69421,-4.75,-9.17,-74.833,-6.139492042,-65.39552254,-7.073541406,-7.543268765,-6.949201811,-7.18406549,-4.21373072
2d1n,-7.2071,-11.9,-16.75,-206.938,-10.70197052,-105.3121032,-10.19584679,-9.988614133,-9.878090049,-10.01624515,-11.2596411
1vkj,-9.92621,-11.4,-17.17,-159.638,-9.746871711,-59.34411036,-9.380731669,-10.09913822,-9.366916158,-9.615595348,-6.700522621
1siv,-8.9302,-12.92,-14.81,-235.129,-11.94374236,-150.505621,-10.66557415,-11.99186316,-10.91425334,-11.19056355,-11.16293253
2fwp,-5.63073,-8.43,-9.14,-83.17,-4.789391097,-53.84184902,-7.059725895,-7.446560191,-7.073541406,-7.18406549,-4.034129083
1jqe,-8.25062,-5.43,-6.12,-120.329,-10.24815324,-74.40615564,-9.1596835,-10.40307945,-8.92481982,-9.491255753,-8.897188799
1jqy,-7.7175,-6.64,-12.13,-120.084,-7.847756916,-80.50134106,-8.620878588,-9.560333306,-8.234044293,-8.800480225,-6.797231195
2boh,-9.80439,-6.17,-5.26,-161.222,-10.46653409,-57.47751293,-9.601779838,-9.960983112,-10.30637088,-9.947167602,-11.770815
1w5y,-12.08834,-15.22,-14.7,-268.639,-10.0659308,-152.2367531,-12.98657992,-13.66353994,-12.28198889,-12.97276441,-11.71555295
1w5x,-12.39318,-15.81,-15.08,-266.512,-10.06960849,-152.1951776,-13.04184197,-13.15236605,-12.35106644,-12.84842482,-11.60502887
1w5w,-12.40733,-15.63,-15.22,-274.557,-10.06960849,-154.7034914,-13.04184197,-13.30433667,-12.40632848,-12.91750237,-12.15764929
1ulg,-3.73209,-2.04,-6.88,-42.434,-5.450242207,-53.22765644,-6.161717709,-6.355134857,-6.092640156,-6.203164241,-5.816329945
2f34,-7.71303,-8.54,-7.1,-115.927,-8.806625595,-83.6389419,-8.026811634,-8.607063078,-8.040627145,-8.220228782,-9.518886774
1agm,-8.90498,-8.97,-17.83,-186.39,-8.637724188,-153.0487137,-9.90572107,-10.51360353,-9.574148817,-10.00242964,-16.57861267
1moq,-6.48472,-8.38,-10.06,-99.734,-7.163595278,-49.49608,-7.819578976,-8.441276951,-7.805763465,-8.026811634,-4.780166653
2aqu,-9.9752,-13.2,-11.41,-231.206,-11.4043093,-147.2261843,-11.61884438,-13.29052116,-11.42542723,-12.11620276,-12.87605584
2b4l,-4.82543,-8.45,-8.8,-71.62,-6.648347567,-49.469004,-6.562367515,-6.880124258,-6.43802792,-6.631445068,-6.589998536
1ow4,-9.45687,-9.41,-9.63,-98.03,-9.074276474,-78.51397244,-9.739934943,-10.38926394,-9.201130032,-9.781381475,-7.847209997
2bfr,-7.19626,-10.59,-11.05,-150.546,-8.170072262,-59.61873114,-8.468907972,-8.966266352,-8.344568377,-8.593247567,-7.253143043
2bfq,-9.21968,-12,-13.09,-196.282,-10.90607041,-93.80900032,-9.587964327,-9.878090049,-9.297838606,-9.587964327,-9.518886774
1o3k,-7.59446,-9,-9.79,-90.706,-7.917137168,-44.10049325,-8.123520208,-8.593247567,-8.455092461,-8.399830419,-9.353100648
1heg,-9.52389,-12.94,-12.8,-219.173,-11.2902245,-131.6071589,-10.51360353,-11.770815,-10.83136028,-11.03859294,-10.69320517
1v2s,-5.38933,-8.48,-8.17,-68.301,-5.454123817,-35.15852941,-7.032094874,-7.018279363,-7.266958553,-7.101172427,-5.761067903
1a4r,-7.88176,-9.08,-9.5,-130.917,-7.984902513,-46.99748996,-7.874841018,-8.206413271,-7.66760836,-7.91628755,-9.201130032
1k1m,-8.70527,-9.59,-9.61,-137.903,-12.43990201,-77.31937389,-9.076790437,-9.850459028,-9.049159415,-9.325469627,-10.22347781
1k1l,-7.78948,-9.65,-10.69,-134.919,-11.6666769,-73.51174424,-8.814295736,-9.698488412,-8.786664715,-9.104421458,-9.532702285
1k1j,-8.06887,-8.87,-10.83,-150.599,-12.63357981,-82.65390163,-9.104421458,-10.23729332,-8.897188799,-9.422178201,-10.43071047
1k1i,-8.75578,-10.38,-10.59,-148.669,-12.36328948,-78.24887009,-9.311654116,-10.69320517,-9.353100648,-9.781381475,-9.090605947
1o2q,-8.45165,-8.97,-9.39,-130.321,-10.44852281,-42.11324549,-9.021528394,-9.518886774,-9.518886774,-9.353100648,-10.61031211
1q91,-9.8165,-11.06,-12.95,-147.953,-8.355379691,-76.72260537,-9.104421458,-9.449809222,-9.104421458,-9.214945542,-5.733436882
2bo4,-4.68971,-8.85,-9.71,-60.153,-5.038165877,-36.33423765,-6.9353863,-7.197881001,-6.838677726,-6.990648342,-6.368950367
1o2x,-6.32399,-7.45,-9.07,-93.423,-8.795207589,-18.62676007,-7.805763465,-8.234044293,-7.888656529,-7.971549592,-8.082073676
1fkh,-8.09901,-8.16,-8.55,-142.679,-9.605521078,-103.4678542,-9.449809222,-11.10767049,-9.118236968,-9.89190556,-11.2596411
1swr,-7.65493,-14.16,-17.87,-122.154,-8.286983487,-120.4565199,-8.482723483,-8.759033694,-8.192597761,-8.482723483,-9.560333306
1o2n,-8.82707,-8.29,-9.95,-112.163,-11.11466039,-36.87322569,-8.897188799,-9.726119433,-9.297838606,-9.311654116,-8.41364593
1mfi,-7.85104,-7.96,-8.92,-84.271,-6.265958722,-76.14022364,-8.316937356,-8.482723483,-7.750501423,-8.17878225,-7.722870402
1koj,-6.67161,-5.65,-14.43,-78.803,-8.191931253,-59.69832864,-7.750501423,-8.524170014,-7.764316934,-8.012996124,-9.256392074
1o2j,-7.08959,-7.14,-9.2,-105.661,-9.39533771,-33.17328895,-8.234044293,-8.537985525,-8.607063078,-8.455092461,-9.560333306
1o2k,-7.64858,-8.51,-9.71,-116.522,-9.414107002,-27.67838483,-8.372199398,-8.717587162,-8.67614063,-8.593247567,-9.560333306
1fkf,-11.8031,-10.87,-13.59,-193.741,-10.48358197,-138.2518721,-10.87280681,-13.35959871,-10.472157,-11.56358234,-12.98657992
1fkg,-7.95229,-8.98,-9.75,-140.129,-9.620429856,-101.3696856,-9.339285137,-10.81754477,-9.090605947,-9.739934943,-11.05240845
2fzz,-12.6504,-9.32,-8.56,-201.524,-11.83350011,-53.97729104,-11.46687376,-11.770815,-10.65175864,-11.30108764,-14.53391711
2dri,-6.93447,-6.94,-9.57,-74.245,-4.958223621,-64.10773105,-7.41892917,-8.275490824,-7.543268765,-7.750501423,-9.518886774
2h4k,-6.83741,-8.04,-9.55,-97.289,-7.1495477,-75.63244941,-7.957734081,-9.339285137,-7.819578976,-8.372199398,-7.584715296
1m1b,-4.68614,-7.78,-6.73,-34.776,-7.866833548,4.534727659,-6.824862216,-7.488006722,-6.852493237,-7.059725895,-6.43802792
1bwa,-13.0746,-16.12,-15.18,-280.692,-12.58822191,-160.1878965,-13.0832885,-14.42339302,-12.54448359,-13.3457832,-10.49978802
1bwb,-14.87144,-17.68,-15.94,-302.379,-11.64283589,-165.4122767,-14.36813098,-15.26613917,-14.1332673,-14.58917915,-11.63265989
1xbo,-9.48787,-11.02,-15.92,-146.083,-8.208510751,-102.5069844,-9.947167602,-11.08003947,-9.270207584,-10.09913822,-8.344568377
2fzk,-7.01494,-7.24,-12.25,-85.16,-10.38307391,-49.7854872,-8.441276951,-8.897188799,-8.496538993,-8.607063078,-4.973583801
1gyy,-6.02393,-6.69,-9.14,-69.104,-5.715767691,-58.32609263,-7.294589575,-8.012996124,-7.101172427,-7.474191212,-5.028845843
1gyx,-5.28702,-8.02,-9.27,-57.004,-5.313068195,-48.63203047,-7.142618958,-7.861025507,-6.949201811,-7.322220596,-3.426246618
1n4h,-10.03993,-10.14,-14.29,-128.52,-10.07839976,-126.1247682,-10.58268109,-10.27873986,-10.51360353,-10.45834149,-9.049159416
1kzk,-12.5992,-12.47,-11.18,-223.013,-11.86061627,-157.409399,-12.36488195,-13.26289014,-12.61356114,-12.75171625,-14.35431547
2fzg,-7.00403,-5.05,-11.36,-112.416,-9.001401575,-88.58871199,-8.496538993,-9.256392074,-8.841926757,-8.869557778,-4.669642569
8abp,-6.95264,-7.14,-8.88,-62.977,-4.765485264,-68.72303222,-7.239327532,-7.805763465,-7.225512022,-7.43274468,-11.05240845
1nw4,-8.94419,-8.95,-8.42,-105.662,-9.048130231,-75.94527501,-7.902472039,-8.068258166,-7.66760836,-7.874841018,-12.53066808
1bxq,-8.5934,-11.7,-7.56,-185.648,-10.73407928,-102.140184,-10.55505007,-11.75699948,-10.67938966,-10.9971464,-10.19584679
1add,-7.77067,-7.4,-8.39,-106.105,-9.234670938,-28.93103731,-8.040627145,-8.234044293,-7.93010306,-8.068258166,-9.311654116
1lgw,-5.8743,-6.94,-6.3,-58.961,-6.156674235,-44.16921928,-7.17024998,-7.294589575,-6.866308747,-7.114987937,-5.526204223
1lgt,-8.4686,-7.99,-9.15,-76.494,-8.898825345,-62.41848417,-8.441276951,-9.284023095,-8.455092461,-8.731402673,-8.42746144
1v0l,-6.20934,-5.7,-7.6,-88.531,-6.016554287,-32.13739599,-7.197881001,-7.612346317,-7.073541406,-7.294589575,-10.43071047
2f6t,-8.36022,-9.29,-8.86,-117.319,-8.685649846,-81.25281052,-8.814295736,-9.726119433,-8.841926757,-9.132052479,-6.382765878
1x8j,-9.87508,-7.9,-8.37,-114.75,-9.484837067,-87.22701676,-9.643226369,-10.16821577,-9.256392074,-9.698488412,-9.615595348
1x8d,-5.17796,-7.5,-8.72,-62.425,-5.661657226,-57.63998431,-6.976832832,-7.515637744,-7.114987937,-7.197881001,-3.053227833
1oyq,-8.13903,-10.04,-11.6,-148.752,-12.21015053,-84.88527653,-9.228761053,-9.297838606,-8.980081863,-9.17349901,-9.615595348
1xq0,-6.29318,-5.78,-5.37,-87.72,-9.687800981,-59.43232819,-7.653792849,-9.201130032,-7.805763465,-8.220228782,-8.759033694
1x8t,-8.20971,-10.95,-15.23,-124.112,-10.28196373,-102.8363699,-9.339285137,-10.38926394,-9.505071264,-9.739934943,-10.77609824
1x8r,-8.74906,-9.85,-14.55,-125.157,-10.25609465,-93.08753812,-9.380731669,-10.51360353,-9.587964327,-9.822828007,-8.455092462
1o3i,-7.53094,-7.95,-9.09,-92.243,-8.64248633,-22.62226999,-8.16496674,-8.703771652,-8.441276951,-8.441276951,-10.08532271
1bap,-6.02419,-7.31,-8.25,-50.592,-5.107414019,-56.77215884,-6.9353863,-7.501822233,-6.9353863,-7.128803448,-9.463624732
1hwr,-8.8644,-8.03,-8.45,-162.244,-9.898294082,-97.46644874,-9.297838606,-10.88662232,-9.40836269,-9.864274538,-11.50832029
1sbg,-10.18593,-10.29,-9.89,-199.257,-11.52092511,-130.395973,-11.14911702,-12.57211461,-11.43924274,-11.72936846,-10.69320517
1nwl,-5.26208,-4.73,-5.04,-85.621,-8.87630205,-66.70024367,-7.501822233,-7.874841018,-7.266958553,-7.543268765,-3.301907023
1o2z,-7.46017,-8.03,-9.23,-128.275,-11.38252915,-1.964437069,-8.772849204,-8.814295736,-8.814295736,-8.800480225,-8.441276951
1x38,-8.16048,-8.53,-10.14,-108.35,-7.91563357,-42.66116462,-8.717587162,-9.145867989,-8.67614063,-8.841926757,-12.11620276
1x39,-8.17179,-8.78,-10.65,-116.201,-9.381544535,-46.43021706,-8.593247567,-8.897188799,-8.731402673,-8.745218183,-12.73790073
1i00,-6.51486,-5.17,-6.3,-102.707,-11.10127253,-58.10739712,-7.943918571,-8.482723483,-7.888656529,-8.109704698,-8.759033694
2hxm,-7.69782,-10.95,-11.25,-121.476,-8.270397559,-87.34532713,-8.234044293,-8.579432057,-8.372199398,-8.399830419,-7.211696511
1v2u,-5.3901,-8.2,-8.73,-68.052,-5.496999464,-36.22646765,-7.101172427,-7.073541406,-7.349851617,-7.17024998,-4.655827058
2bpv,-10.53514,-11.72,-10.82,-223.845,-11.57798757,-151.0423863,-11.43924274,-11.89515459,-11.60502887,-11.6464754,-10.5964966
1jn2,-4.65635,-3.38,-2.73,-75.356,-6.421158187,-24.4172232,-7.460375701,-8.358383888,-7.584715296,-7.805763465,-5.650543818
1bai,-8.88069,-14.34,-11.28,-286.705,-10.84961609,-178.3262166,-12.32343542,-13.12473503,-12.32343542,-12.58593012,-10.63794313
1tkb,-9.69271,-11.33,-9.44,-132.872,-10.28581662,-66.1774607,-9.767565964,-9.864274538,-9.491255753,-9.712303922,-11.05240845
2izl,-7.71988,-9.75,-12.11,-110.444,-7.449949561,-115.1918016,-8.468907972,-8.537985525,-8.068258166,-8.358383888,-8.289306335
1jn4,-8.64404,-10.54,-13.82,-168.891,-10.30937299,-91.28939182,-8.883373289,-9.104421458,-8.593247567,-8.855742268,-6.838677726
2ez7,-3.4089,-4.52,-3.07,-31.87,-6.167167346,-21.47352393,-5.857776477,-6.065009135,-5.733436882,-5.885407498,-6.023562603
1qka,-9.09347,-11.63,-17.98,-202.174,-11.6019386,-136.3994107,-10.22347781,-10.45834149,-9.781381475,-10.15440026,-8.17878225
1b51,-7.39622,-11.34,-16.85,-169.693,-10.79041663,-89.25685782,-9.076790437,-9.284023095,-8.745218183,-9.035343905,-10.18203128
1ssq,-3.77518,-5.85,-8.03,-40.042,-7.602761182,-37.05305498,-6.009747093,-6.230795262,-6.18934873,-6.147902198,-8.289306335
1awi,-12.14964,-14.03,-13.75,-223.718,-11.78344514,-163.5315085,-10.95569987,-13.38722973,-11.54976683,-11.96423214,-5.595281776
1b05,-7.77113,-10,-14.05,-179.149,-11.01118619,-57.47582241,-9.477440243,-9.781381475,-9.477440243,-9.574148817,-9.836643517
1b32,-8.14331,-11.29,-14.83,-188.81,-11.43812046,-80.43471779,-9.726119433,-9.974798623,-9.40836269,-9.698488412,-9.809012496
2a4m,-5.46716,-5.84,-3.22,-54.894,-6.755226966,-31.99193504,-7.225512022,-7.584715296,-7.239327532,-7.349851617,-6.244610772
1b74,-4.18437,-5.28,-6.32,-54.593,-7.783524177,-34.97520408,-6.424212409,-6.548552004,-6.341319346,-6.43802792,-1.796016373
1fo0,-12.37377,-19.34,-22.88,-313.693,-10.94768043,-242.4720224,-15.01745998,-15.8325751,-15.19706161,-15.34903223,-7.722870402
2i3h,-8.28223,-11.51,-13.49,-176.404,-8.182583871,-114.1692435,-9.270207584,-10.69320517,-9.505071264,-9.822828007,-10.22347781
1qaw,-8.2099,-9.24,-7.13,-97.131,-6.091284033,-59.11707387,-8.247859803,-9.17349901,-8.330752866,-8.579432057,-7.073541406
1b5j,-9.1477,-11.81,-16.7,-182.424,-11.11572677,-80.71879261,-9.988614133,-10.05769169,-9.601779838,-9.878090049,-10.26492434
1wdn,-6.23718,-9.44,-13.13,-87.862,-7.356443051,-65.35710653,-7.349851617,-7.639977339,-7.225512022,-7.405113659,-8.703771652
2olb,-7.97653,-11.3,-17.19,-198.902,-11.50952297,-106.3985791,-9.90572107,-9.822828007,-9.463624732,-9.726119433,-7.653792849
1laf,-6.61072,-8.1,-4.61,-97.062,-6.606393639,-100.5226362,-7.68142387,-8.16496674,-7.529453254,-7.791947955,-10.84517579
1lag,-5.05793,-8.62,-4.96,-81.246,-6.777916638,-47.44728082,-7.211696511,-7.653792849,-7.211696511,-7.363667127,-8.703771652
2bsu,-9.23912,-15.26,-18.04,-252.981,-10.99746785,-206.4481994,-12.28198889,-13.51156933,-12.30961991,-12.6964542,-7.819578976
1b40,-9.40293,-12.17,-17,-202.997,-11.72462863,-110.3818426,-10.76228272,-10.5964966,-10.38926394,-10.58268109,-10.05769169
1b3f,-8.28762,-11.7,-15.22,-188.664,-11.57973175,-66.64895704,-9.836643517,-9.726119433,-9.353100648,-9.643226369,-9.518886774
1b3g,-8.05621,-9.84,-14.61,-187.015,-11.4716613,-69.27525879,-9.712303922,-10.14058475,-9.601779838,-9.822828007,-9.256392074
1b46,-8.13891,-10.62,-15.88,-185.333,-11.07522937,-101.276877,-9.532702285,-9.767565964,-9.270207584,-9.518886774,-7.294589575
1b3l,-7.01069,-10.55,-15.09,-153.009,-10.23766404,-76.93815355,-8.689956141,-8.786664715,-8.303121845,-8.593247567,-8.137335719
1b3h,-9.41984,-11.59,-14.97,-208.534,-11.76346126,-61.85372151,-10.88662232,-10.70702068,-10.52741905,-10.70702068,-8.579432057
1b58,-9.83048,-12.6,-15.51,-207.91,-11.69034886,-94.28163944,-11.05240845,-11.17674804,-10.69320517,-10.96951538,-9.104421458
1jet,-8.02818,-10.92,-15.3,-167.589,-11.13772751,-87.57973877,-9.132052479,-9.422178201,-9.021528394,-9.187314521,-10.01624515
1jeu,-8.39399,-10.61,-16.04,-186.282,-10.20381143,-92.83075773,-9.933352091,-9.974798623,-9.518886774,-9.809012496,-9.422178201
1b5i,-8.3973,-10.16,-16.18,-178.49,-10.71887439,-96.23411176,-9.560333306,-9.643226369,-9.228761053,-9.477440243,-9.739934943
1jq8,-7.0982,-6.95,-5.08,-140.04,-11.0057309,-56.0723982,-9.228761053,-9.947167602,-8.980081863,-9.380731669,-8.289306335
1utc,-8.92232,-14.99,-16.16,-194.143,-10.88461585,-161.6136063,-11.46687376,-13.09710401,-11.50832029,-12.01949419,-6.286057304
1jev,-9.52947,-11.96,-16.94,-221.987,-11.86929682,-103.7684591,-11.30108764,-10.94188436,-10.81754477,-11.02477743,-9.518886774
