PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,Experimental
1qpb,-10.6592137,0.469957844,-3.793430404,-3.69823857,0,11.48774222,-14.11751552,0.718527192,4,56,0,0,12,13,0,35,1,2,3,0,0,0,0,1,-1.878909436
1qxk,-70.87320683,1.408378163,-8.262746797,-33.46563535,-0.385281896,73.194676,-56.56226121,10.04036187,13,198,9,0,10,95,1,96,3,6,33,0,1,0,1,17,-6.976832832
1qy1,-4.48289489,0.586684252,-0.172339143,-32.56460479,-0.147492734,7.018684323,-31.41340554,0.573055245,1,42,0,0,2,0,39,2,0,0,21,0,0,1,0,3,-9.007712884
1qy2,-5.047972115,0.672426823,-0.195641422,-28.75644625,-0.101286351,6.671693852,-29.10421522,0.467645911,1,32,0,0,1,0,31,1,0,1,13,0,0,1,0,2,-7.93010306
1r1h,106.0551178,5.410027001,-6.528677685,-42.16235701,-2.399451593,-43.45704684,-54.89970952,12.50933801,9,188,2,14,0,96,18,67,2,4,37,1,1,2,7,10,-12.32343542
1r1j,259.5454386,10.04048882,-5.566679399,-28.44591149,-1.39293719,-185.0828253,-43.5148153,13.61332059,10,145,0,9,0,66,9,71,2,4,31,2,0,2,3,9,-11.93660112
1r4w,-73.53792585,-1.01325105,-6.991947618,-19.066159,0,68.20766608,-39.96064581,4.102760069,9,129,0,12,5,48,17,56,3,6,14,0,0,0,4,11,-5.595281776
1r6n,26.54742626,-0.491833091,-1.347659556,-32.92911925,-5.968559312,-14.60515952,-47.38622737,7.05150333,2,93,2,0,14,36,0,43,0,2,37,0,2,0,0,5,-10.22347781
1r9l,27.2144033,1.11768643,-0.760891476,-23.26403391,0,9.628223559,-26.78843763,1.446424953,4,58,7,0,2,28,6,19,0,2,16,4,0,0,1,2,-7.460375701
1rbo,-244.2336636,2.300692496,-20.61818708,-7.147118345,0,240.0659945,-36.05980135,3.850794036,15,167,0,13,11,2,48,108,1,11,1,0,0,0,7,12,-17.57332943
1rbp,-2.900539875,2.041592204,-0.013590437,-89.38742773,0,21.63136536,-58.91289877,2.251939836,0,57,0,3,2,0,46,6,0,0,32,0,0,0,0,6,-9.284023095
1rd4,0.613838508,2.4940674,0,-52.56940733,-0.579460906,16.27265646,-52.94574139,9.009500813,0,93,1,8,7,25,52,0,0,0,37,0,0,1,0,7,-10.69320517
1rdi,-11.58790879,-0.161948075,-1.384392529,-6.005443267,0,24.72129346,-12.69536074,9.950529498,6,67,0,5,6,0,28,34,1,4,4,0,0,0,0,4,-2.845995175
1rdj,-35.92887687,2.154613201,-1.468095161,-5.065301614,0,31.30792444,-8.441401309,4.261352914,5,65,0,4,6,0,28,32,1,3,2,0,0,0,0,4,-2.293374753
1rdl,-32.49358793,3.374722059,-1.760508154,-4.490411428,0,33.11055402,-10.60052147,3.975732181,6,59,0,3,6,0,25,31,0,2,3,0,0,0,0,6,-3.094674365
1rdn,-38.4741551,-0.486573266,-2.440910698,-6.474407347,0,40.36130022,-14.51216693,2.322205416,5,63,0,3,6,0,25,34,0,2,3,0,0,0,0,6,-2.542053943
1rgk,-25.93341809,1.844420976,-11.39198188,-4.08031067,-4.470071102,22.11439428,-28.02638243,3.95744799,9,143,0,0,19,0,61,72,0,8,9,1,2,0,3,7,-5.954485051
1rgl,-36.24930458,3.754964331,-11.4523583,-3.463332575,-4.03320023,32.74448282,-27.19429718,3.446543818,6,120,0,0,14,0,64,48,0,7,8,1,3,0,3,7,-6.120271177
1rpj,-59.39186201,0.513668335,-8.073174967,-16.68122859,0,30.43449368,-16.14747818,7.269238322,17,174,0,0,1,61,68,61,5,6,12,0,0,0,0,6,-8.952450842
1rql,80.20133881,0.050877633,-4.455983096,-9.38283294,0,-48.85640221,-20.14491414,0.713808961,5,62,0,5,11,3,18,30,0,4,5,0,0,0,2,1,-3.799265403
1rzx,-76.49584503,2.23624987,-7.176262473,-48.62579333,0,70.20571161,-53.12876905,10.76989125,11,102,0,28,9,10,51,15,2,8,15,0,0,0,1,26,-5.664359329
1s63,-20.81582635,5.778857387,-0.222996076,-21.19745296,-1.855581083,53.70393215,-32.36809284,6.545125628,1,58,0,0,0,54,2,3,0,1,23,1,0,4,0,5,-12.50303706
1sbg,-22.80374967,4.555074598,-2.087685936,-67.32150104,-0.807075495,46.25214704,-76.81395111,9.364905328,4,117,0,11,36,0,31,43,3,1,30,0,0,0,0,15,-10.69320517
1sc8,-251.1490939,5.382447151,-8.605014801,-25.97680925,-0.199014311,264.6427545,-46.25105875,14.64679486,12,176,0,14,89,0,18,67,4,2,16,0,0,0,0,13,-10.27873986
1sdt,-21.915549,2.750585684,-3.494208007,-79.79475855,-0.637067898,55.78438642,-94.22304014,12.83840747,9,162,0,24,32,0,39,76,4,2,43,0,0,0,2,14,-12.80697829
1sdu,-21.59582046,2.648272675,-3.352552412,-77.57375857,-0.462633919,54.16768271,-91.16467501,12.70444764,7,150,0,19,32,0,37,69,3,2,36,0,0,0,2,14,-13.91221913
1sdv,-18.97868232,2.688107186,-2.845332441,-75.46787769,-0.541651543,54.58626345,-92.23466209,12.76404919,8,157,0,21,35,0,43,66,4,1,39,0,0,0,2,14,-12.07475623
1sgu,-19.7570164,0.790009206,-3.259346907,-69.17449801,-0.001512805,56.47281931,-81.38334603,11.37774027,7,149,0,17,37,0,40,62,4,2,41,0,0,0,2,14,-7.41892917
1sh9,-29.71685632,5.745134839,-1.878071756,-68.82559026,-3.77E-06,57.29511236,-80.67900979,17.31136903,5,126,0,17,39,0,39,36,3,1,31,0,0,0,0,19,-8.330752867
1siv,-64.51070326,4.001285232,-4.647021453,-59.59955252,-0.014834754,65.59495265,-76.95399258,9.540042186,13,178,0,33,37,0,49,72,7,4,26,0,0,0,2,19,-11.16293253
1sld,-28.19095547,-0.857496965,-2.361740842,-32.83844223,-1.044772531,27.42019409,-60.76375998,15.42766168,5,133,0,8,1,0,102,27,1,5,36,0,2,1,0,9,-9.076790437
1sle,-27.67214383,10.66106445,-0.482859259,-33.88265649,-0.854855813,38.69862529,-50.1233227,24.94482767,1,81,0,0,1,0,62,19,0,1,12,0,0,1,0,7,-8.524170014
1sqo,-193.5211046,7.270006139,-7.76243198,-19.50043036,-0.868048756,227.7056103,-39.03946941,8.882832365,7,122,0,8,62,0,1,58,4,0,10,0,0,0,0,4,-10.30637088
1sqt,-223.5714291,3.858214862,-7.552513996,-26.90623341,-0.024407275,232.3960722,-42.16274958,5.549638574,9,136,0,9,58,0,2,76,4,0,17,0,0,0,0,5,-8.565616546
1ssq,-15.01769897,0.853557987,-3.636229547,-4.49493761,0,5.661948998,-19.47058504,0.709568654,7,80,0,4,0,0,33,50,2,2,2,0,0,0,0,4,-8.289306335
1str,-36.95001336,-1.36213423,-2.440284137,-29.39354619,-0.475310545,29.47584078,-53.765157,17.10217056,7,135,0,1,0,0,113,28,0,6,17,0,0,1,0,22,-6.589998536
1sts,-36.11497722,0.828538584,-2.298288893,-30.60785637,-0.509211139,30.1126582,-51.0425475,27.10590947,6,130,0,1,1,0,108,26,1,5,21,0,0,1,0,26,-6.907755279
1sw2,21.74249031,-0.071107887,-2.031069136,-19.89008376,0,-18.99367617,-27.00053385,0.23993709,3,65,0,4,0,9,29,26,0,3,24,3,0,0,3,2,-9.974798623
1swr,-69.89838771,0.75503798,-6.266913831,-41.84201677,0,49.13120163,-40.67850335,0.976552954,9,126,0,1,8,0,98,28,2,6,22,0,0,0,1,5,-9.560333306
1syi,-46.70585549,1.116544229,-4.595788918,-28.03874714,-0.005005195,21.66428798,-35.60299047,3.643848191,13,183,5,26,3,56,80,26,3,6,25,1,0,0,2,4,-7.515637744
1t31,-136.5595655,0.472700618,-8.816485205,-32.99540886,-5.610077564,170.1466342,-60.70276034,2.029839201,6,168,0,21,29,0,31,93,0,4,49,1,2,0,3,7,-11.93660112
1t32,-199.9744731,-0.430308513,-5.404803669,-35.62887925,-4.603201373,248.7485758,-64.68411227,4.124899431,4,121,1,16,19,0,16,73,0,3,43,1,1,0,2,7,-10.25110883
1t7j,-1.274548402,2.687172732,-2.511621272,-52.18831333,-0.021680296,14.43941739,-70.82399283,5.247308899,6,135,0,21,36,0,43,41,3,2,16,0,0,0,0,14,-12.01949419
1tcw,-11.6415512,7.02552716,-0.994124614,-32.2327779,-0.600521572,32.14229173,-47.5765684,21.62994409,4,101,0,20,8,0,35,42,3,2,22,0,0,0,0,15,-8.316937356
1tcx,-24.25425896,4.443014452,-2.113487842,-69.31156421,-0.863943051,47.94509223,-75.91102002,7.899832546,6,117,0,12,40,0,29,42,4,1,32,0,0,0,0,15,-9.601779838
1thz,-115.2853975,3.316138296,-8.020522188,-21.38639112,-3.474846136,132.6899921,-45.3960786,3.464137917,6,120,2,0,5,35,16,68,1,3,31,0,2,0,3,6,-7.114987937
1tkb,181.1084696,6.639427949,-4.715361583,-45.01369934,-2.41538469,-130.9844662,-62.49982434,10.17438633,10,155,0,0,35,23,4,103,1,7,28,0,1,0,4,9,-11.05240845
1tng,-90.25082007,0.312100221,-1.313002597,-23.79923407,0,103.9745548,-23.54157369,0.378845466,3,63,0,5,28,0,2,31,2,0,5,0,0,0,1,2,-4.047944594
1tnh,-68.73724969,0.555782703,-1.451646953,-14.30452641,0,96.05291255,-20.61674341,0.823637793,3,76,0,3,41,0,1,34,3,0,9,0,0,0,1,2,-4.655827058
1tni,-87.42023233,0.984571497,-1.412178626,-21.73318961,-0.001622216,103.6369212,-24.88129026,2.023249326,2,80,0,5,39,2,1,35,3,0,10,0,0,0,1,5,-5.526204223
1tnj,-89.22143717,1.033634274,-1.226363046,-19.10570846,-7.00E-11,106.0893776,-21.16875321,1.705300586,2,72,0,4,42,2,0,26,3,0,7,0,0,0,1,3,-2.707840069
1tnk,-87.19683026,3.041389477,-1.226367924,-19.64723747,-1.00E-11,114.0011397,-24.03013713,3.992390828,2,78,0,10,39,3,2,26,2,0,9,0,0,0,1,4,-2.058511073
1tnl,-85.20761163,0.37717278,-1.163626792,-20.98973713,0,110.9799988,-23.54708473,0.62996672,2,87,0,5,47,1,3,33,1,0,12,0,0,0,1,2,-2.597315985
1tsl,-7.565137009,2.207826487,-0.216977872,-29.08941289,-2.737510334,29.79461389,-33.4238132,2.653604232,2,75,2,0,13,38,0,24,0,0,25,0,1,1,0,4,-8.496538993
1tvo,74.66096665,0.701653993,-1.966859721,-21.88716137,-1.436559197,-71.89521199,-45.40674067,3.983934864,4,115,0,23,2,1,76,17,3,2,31,0,0,0,0,3,-9.463624732
1tx7,-158.7766361,0.884888527,-9.711773585,-12.22749912,0,160.5106203,-26.57400112,3.000104657,5,105,0,9,43,0,6,52,3,2,8,0,0,0,1,3,-6.355134857
1tys,-30.96871155,1.739799919,-19.87508244,-14.85496903,-0.000558845,23.17682093,-36.54700371,2.742813465,15,178,4,12,0,19,70,88,2,12,6,0,0,0,4,5,-7.584715296
1u1w,-6.958937967,0.78211906,-8.930440374,-14.08071527,-0.001096847,12.58742453,-30.58410194,2.275311521,12,133,6,6,20,18,62,33,3,5,11,0,0,0,0,3,-8.082073676
1ua4,26.9282256,5.089324169,-4.694193765,-16.7410386,-1.306079048,-10.12847867,-50.00426194,5.824836484,5,105,5,17,16,15,31,26,2,2,6,0,0,0,1,7,-5.830145456
1ucn,-28.10121123,2.104697545,-13.79416711,-15.23378233,-11.19374449,36.77294126,-37.84126123,1.550886642,11,163,0,0,12,68,29,65,0,5,28,0,4,0,2,9,-7.211696511
1ugx,-24.62493872,1.03711716,-3.582666933,-25.44552822,0,26.14868407,-31.86999867,17.21884576,8,124,0,18,20,0,47,47,2,3,18,0,0,0,0,12,-8.16496674
1ui0,-17.39281792,0.766996794,-1.317226521,-6.05443081,-1.977393592,6.611120306,-20.26588574,0.990584585,8,92,0,17,7,4,43,29,1,3,18,0,1,0,0,0,-9.753750454
1uj5,-44.37467461,3.040437431,-9.347086637,-14.35197798,0,36.52583173,-31.22130388,7.358919296,15,178,13,16,30,52,32,50,1,9,5,0,0,0,2,9,-4.21373072
1ulg,-30.76910601,3.604848845,-3.463979617,-14.58595765,0,10.55065567,-15.75340403,-0.429054556,7,91,0,0,0,0,85,13,3,1,9,0,0,0,0,12,-5.816329945
1upf,-10.19019406,0.100496218,-0.600181555,-6.75363861,-0.178728093,6.104169955,-16.45151373,0.426837809,2,44,2,4,12,5,20,3,1,1,5,0,0,0,0,0,-6.355134857
1ur9,-43.45556147,5.396242972,-3.225754517,-42.30215436,-1.265278565,59.27296872,-70.42029023,7.135349432,12,179,0,0,20,2,92,77,4,6,33,0,0,0,0,14,-7.971549592
1urg,-24.50319645,2.056461972,-2.382038777,-32.31701487,0,28.94048825,-38.18461577,7.086850552,5,107,0,0,0,19,9,84,3,0,15,0,0,0,0,12,-8.040627145
1usn,86.42589969,3.437212744,-0.897050106,-17.2548848,-5.385957319,-61.09240249,-36.93488172,6.298642005,4,101,0,21,2,17,29,36,2,2,22,1,2,0,0,5,-10.69320517
1utc,-101.5289767,3.65900503,-9.352217014,-49.48365512,-1.765738114,101.8057796,-75.70829888,7.390841447,9,192,0,24,6,0,98,73,2,8,33,0,0,2,1,25,-6.286057304
1utj,-109.6540895,2.014342181,-1.443493776,-15.25518244,0,131.5950676,-20.82659494,3.167002334,3,75,0,2,40,0,2,34,3,0,11,0,0,0,1,2,-5.305156054
1utl,-147.3890435,1.227544943,-0.991302314,-18.06569719,-0.021658736,172.6031134,-24.50042033,1.525288301,1,70,0,8,34,0,2,27,1,0,11,0,0,0,1,4,-3.412431108
1utm,-136.4414379,0.311458908,-0.95617381,-15.64218984,-0.12587698,156.8143238,-21.61467985,0.901872241,1,60,0,6,21,0,2,32,1,0,5,0,0,0,1,3,-4.158468678
1utn,-64.00918592,0.906149786,-1.413029177,-13.23732473,-0.392745065,86.69906501,-20.0852324,1.420156611,3,75,0,2,37,0,2,37,3,0,10,0,0,0,1,2,-4.821613185
1uto,-96.71733909,0.349395594,-0.891711722,-16.3706132,-1.36E-09,118.2207402,-21.96449553,0.990670377,1,76,0,9,33,0,1,34,1,0,12,0,0,0,1,3,-3.136120897
1uv6,-188.8260974,12.48249959,-1.090249114,-27.450293,0,176.6748626,-23.31715208,9.047544671,0,56,0,3,8,0,20,25,0,0,21,3,0,0,0,4,-7.073541406
1uw6,-14.39652794,1.446463897,-0.070086104,-43.28913482,-0.406075993,63.50780084,-31.71240948,2.13155135,0,46,0,1,9,0,19,17,0,0,18,3,0,0,0,1,-10.14058475
1uwf,-43.55601543,1.654559837,-4.145308982,-25.07430768,0,20.8721321,-24.69919294,1.769000422,10,136,0,4,21,0,72,49,4,5,5,0,0,0,0,9,-9.422178201
1uxa,-56.02905391,0.051153185,-3.102059882,-18.55579418,0,54.94999707,-28.51151019,3.238551356,3,68,0,0,15,0,33,23,2,1,13,0,0,0,1,16,-3.177567428
1uxb,-27.8568857,1.049841435,-3.025549707,-18.60476808,0,26.81602446,-26.58753751,4.185261143,3,70,0,0,13,0,38,22,2,1,13,0,0,0,1,16,-2.97033477
1uz4,-47.06756594,3.868092155,-4.042308209,-15.79549912,0,39.30330295,-24.74694455,1.641681857,10,123,0,0,0,0,41,92,3,4,11,0,0,0,0,4,-4.69727359
1v0k,-16.84125857,-1.350719425,-2.99678313,-14.50992922,0,41.31367566,-25.6599118,3.035566322,5,96,0,0,0,0,29,72,1,2,6,0,0,0,2,7,-7.045910385
1v0l,-27.51038544,0.81456124,-3.954038902,-20.02854117,0,49.57481315,-29.06503882,2.232479173,8,130,0,0,1,0,37,100,3,3,13,0,0,0,2,6,-10.43071047
1v1j,-9.095293565,-0.862501514,-6.256334786,-19.29133846,0,3.075243034,-27.3295672,6.230832142,13,135,0,5,28,8,34,73,3,6,10,0,0,0,1,4,-6.659076089
1v2j,-198.801137,1.049405061,-6.863328852,-11.64564084,-0.137738073,200.4893421,-24.53711317,2.051039601,3,103,0,22,33,0,9,42,3,0,14,0,0,0,0,2,-4.490040931
1v2k,-67.37481007,-3.359229601,-0.063134711,-41.50488372,-3.564781828,120.515453,-58.16659207,13.29660542,0,118,0,24,30,0,19,45,0,0,46,0,2,1,0,4,-8.551801035
1v2l,-227.4152248,0.737788679,-6.473135297,-11.73500791,-5.46E-08,230.7375937,-24.16537347,1.670437523,3,95,0,22,33,0,11,32,3,0,14,0,0,0,0,2,-5.926854029
1v2n,-334.8077822,3.525681586,-7.360906865,-28.91020151,-5.027877878,339.1339499,-46.68234552,3.846432747,5,153,0,22,39,0,42,55,3,1,26,0,0,1,0,6,-8.151151229
1v2q,-280.1487431,4.426219792,-7.095047664,-22.33185297,-0.107876205,286.9416387,-43.24587997,12.39740743,4,122,0,6,69,0,3,48,3,2,13,0,0,0,0,11,-5.70580586
1v2r,-261.1597207,5.789919733,-7.598079747,-29.06823842,-1.814120227,266.7396901,-44.69599178,9.821185389,7,130,0,6,71,0,2,58,3,2,14,0,0,0,0,11,-4.904506248
1v2s,-226.6055515,0.979199243,-6.698231696,-11.70695839,-5.75E-08,233.9106161,-24.09969165,2.191260305,3,93,0,21,29,0,9,37,3,0,12,0,0,0,0,2,-5.761067903
1v2t,-287.9499279,-0.177547218,-7.644805062,-24.74049743,-4.98181464,295.4941692,-37.52040034,12.31637227,7,115,0,26,42,0,4,50,3,1,13,0,0,0,0,11,-6.507105473
1v2u,-212.8721692,0.958488025,-6.632188699,-11.96045555,-2.80E-09,219.9933367,-24.03997627,2.114519439,3,93,0,18,29,0,12,37,3,0,13,0,0,0,0,2,-4.655827058
1v2w,-284.2727148,4.080765736,-7.566151104,-22.67901011,-0.155240187,285.4099316,-40.53840629,12.14536104,7,123,0,6,73,0,2,49,3,1,13,0,0,0,0,11,-5.540019734
1vj9,-258.1121213,5.99247179,-8.578020896,-31.81609028,-0.458343093,277.0720427,-57.67167955,17.41849246,12,186,0,12,92,0,25,69,5,2,20,1,0,1,0,17,-10.43071047
1vja,-260.6498236,4.934763403,-8.73040842,-25.82348916,-0.186747564,273.0367718,-48.61494565,17.23207652,13,197,0,12,94,0,18,86,6,3,20,0,0,0,0,15,-10.63794313
1vjc,-9.843680272,4.904032371,-7.298134227,-13.98488993,-9.70E-10,24.39564504,-47.11559847,17.40762118,7,121,0,33,21,18,12,44,4,3,10,0,0,0,4,11,-4.94595278
1vjd,-69.52817941,5.900546351,-13.59998659,-13.71213379,-2.49E-09,103.0330198,-63.37901132,17.1658223,10,194,7,52,25,43,24,53,3,7,10,0,0,0,3,11,-4.890690738
1vkj,-270.38793,8.139555583,-15.80368852,-10.7694929,-2.204146362,280.1245903,-58.12949103,8.153217313,12,184,16,8,29,41,23,79,1,9,18,0,2,0,4,8,-6.700522621
1vwl,-38.35063987,0.061916753,-1.688927106,-36.53291248,-0.779601649,37.02132485,-54.07204737,12.4416994,4,108,0,5,3,0,100,4,1,2,21,0,0,1,0,13,-7.778132444
1vwn,-31.32943063,-0.337780623,-2.347795628,-38.02047873,-1.851138407,29.39310326,-59.06778309,11.76313969,4,161,0,0,4,0,126,35,0,7,44,0,2,1,0,10,-8.040627145
1vyf,-52.06397603,3.328453866,-4.381423689,-51.73830621,0,57.08745195,-40.00051323,8.702019362,3,57,2,0,0,3,41,14,0,3,11,0,0,0,2,15,-11.121486
1vyg,-53.78865872,1.096253497,-5.324768186,-59.05795467,0,57.80408668,-43.6607111,17.40011328,3,99,5,2,0,7,64,24,0,3,28,0,0,0,2,14,-11.05240845
1w3j,-29.46754279,2.113275579,-4.031270965,-16.38458725,0,38.51492508,-22.61574255,3.40647694,9,113,0,0,0,0,42,80,5,2,9,2,0,0,2,8,-8.731402673
1w3l,-47.59539712,1.743641358,-6.77499435,-27.13559444,0,61.83196826,-37.59560172,17.07685206,23,184,0,0,20,0,74,113,4,5,20,2,0,0,2,16,-8.67614063
1w4o,-91.75021416,1.350161474,-10.8857398,-6.143307926,-0.002068998,82.68158005,-30.39144241,5.122227168,7,102,0,24,0,23,44,18,1,6,6,0,0,0,3,6,-7.211696511
1w4p,-87.23503988,1.390547994,-10.78261554,-6.932883397,-0.102538821,78.58339494,-29.23658751,1.098223333,6,97,0,15,0,26,41,21,1,6,3,0,0,0,3,5,-6.548552005
1w4q,-86.49806535,3.095008133,-10.20711289,-8.060412113,-0.103746824,72.14669215,-29.94381204,4.044090463,8,104,0,20,0,28,44,20,1,5,4,0,0,0,3,5,-7.266958554
1w5v,-15.18235159,-1.105321934,-4.385332233,-72.89522761,-1.410087203,52.39119291,-95.28462018,17.53003158,7,225,0,23,60,0,53,96,7,2,46,0,0,0,0,17,-11.2596411
1w5w,-24.35076254,-0.468752469,-3.716322372,-74.25802639,-1.468341307,54.72459203,-97.60889369,11.38553387,10,230,0,22,58,0,50,110,5,2,42,0,0,0,0,17,-12.15764929
1w5x,-18.29859396,2.060165753,-3.721745503,-76.51503987,-1.510282096,53.03490408,-98.78358542,10.79262763,10,230,0,23,63,0,50,104,6,2,41,0,0,0,0,17,-11.60502887
1w5y,-20.94377445,3.59952582,-4.285837796,-72.44210303,-1.49583127,51.41784083,-96.90157133,17.23814729,8,229,0,17,57,0,46,117,7,2,40,0,0,0,0,17,-11.71555295
1w8l,-3.147690705,0.182895622,-0.205252049,-24.47906054,0,7.225261625,-22.15316291,0.460754199,1,35,0,2,4,0,24,6,0,1,11,0,0,0,0,0,-0.676960017
1w8m,-11.66056059,0.541042131,-0.726103892,-15.10653157,0,9.876997386,-24.96478711,0.327325156,2,60,0,2,8,0,46,6,0,2,8,0,0,0,0,3,-2.210481689
1wcq,-10.37395558,0.627592475,-17.69039696,-23.28393783,0,10.21854479,-38.94656475,9.584929405,12,159,0,0,1,0,115,55,4,7,15,0,0,0,6,11,-8.648509609
1wdn,-31.60426765,5.857712101,-5.770174183,-11.9786664,-2.411183503,5.448426711,-25.7789332,4.952988613,12,146,2,15,10,3,97,31,3,6,9,0,0,0,0,5,-8.703771652
1we2,-150.7818456,-0.953514787,-7.125227229,-18.79300569,0,154.5161835,-21.40499672,2.444054996,8,79,0,0,18,51,0,18,2,4,5,0,0,0,2,4,-6.023562603
1wht,297.8151916,1.955292049,-6.833998454,-22.36766936,-3.466331218,-215.1455571,-32.07069115,3.368835556,7,105,2,3,17,7,19,64,0,5,28,0,2,0,2,5,-5.111738906
1wm1,-10.65604724,3.496000359,-0.850814581,-25.49856134,-0.26342553,27.6495448,-38.11489865,3.51652483,3,92,1,1,15,28,12,38,1,2,11,1,0,1,2,3,-8.703771652
1ws4,-25.30144201,1.600254451,-2.511917659,-19.61386068,0,15.01908204,-21.84753293,1.222386654,7,88,0,14,16,0,38,27,2,3,15,0,0,0,0,6,-4.144653167
1ws5,-29.99987476,0.938654681,-2.685952419,-19.05686719,0,15.75765402,-21.60165521,1.294752875,6,105,0,16,18,0,41,36,3,3,17,0,0,0,0,6,-4.186099699
1wvj,-47.0810198,1.048953666,-4.621112383,-33.07227173,0,26.68946451,-38.18525944,3.035406187,10,183,5,26,3,61,73,25,3,7,25,1,0,0,2,4,-9.297838606
1x38,-11.41933804,1.528370079,-5.487938432,-31.90243957,-8.137619234,54.76218831,-42.1422893,13.26760884,12,154,0,0,1,12,90,63,4,3,25,0,1,0,0,6,-12.11620276
1x39,-18.06812803,2.528517776,-6.909293357,-34.82994562,-0.704743558,59.35560625,-44.14031341,13.3174504,13,148,0,2,1,7,90,61,5,3,15,0,0,0,0,8,-12.73790073
1x8d,-24.46188866,0.396787586,-1.314346619,-20.45256053,0,14.78209962,-22.40391929,1.513987469,6,81,0,0,0,69,18,0,0,3,0,0,0,0,0,4,-3.053227833
1x8j,-9.836889673,0.530875914,-0.004382654,-54.6431534,0,30.72017388,-41.68049305,0.322419145,0,20,0,0,1,11,1,7,0,0,7,0,0,0,0,1,-9.615595348
1x8r,-299.171218,3.85769209,-36.54059612,-15.47855318,0,315.2350963,-45.13444483,7.244613469,24,280,2,0,9,137,0,156,1,17,17,0,0,0,11,8,-8.455092462
1x8t,-293.7844093,1.547932274,-33.22754954,-15.90523564,0,302.1066685,-40.97914687,8.005482368,24,235,4,0,3,190,0,62,1,16,17,0,0,0,10,8,-10.77609824
1xbo,-81.77810941,5.417168783,-9.764560971,-37.48376146,-0.646480825,80.91657811,-52.76719667,8.67519663,14,195,8,0,11,89,11,90,1,10,34,0,0,0,1,11,-8.344568377
1xd0,-53.728265,16.34152571,-7.557069632,-60.7630533,0,85.90931434,-76.41603109,26.26711436,13,236,0,2,27,0,49,171,8,3,19,0,0,0,2,28,-9.836643517
1xgi,-21.83147202,3.325608137,-3.736530127,-12.68211275,-0.134939274,14.49496073,-34.64881816,3.626416597,7,108,2,33,7,42,12,19,0,5,11,0,0,2,0,5,-6.700522621
1xhy,-75.72215369,5.139620315,-10.34749177,-26.79065085,0,99.87632988,-30.34941076,6.093028828,10,126,9,11,4,53,33,26,0,7,24,1,0,0,2,4,-8.537985525
1xk5,-69.2270175,6.554800051,-8.893550234,-15.31532773,-10.65069806,43.53145088,-47.70246043,0.984337387,8,163,0,34,0,0,107,30,3,3,25,1,6,0,3,18,-8.289306335
1xk9,-16.50074831,4.792316712,-0.477349203,-28.38237118,-5.171104356,16.53042534,-38.76218762,5.812508052,2,98,2,28,0,32,27,11,1,1,39,0,3,0,0,3,-9.463624732
1xka,-146.0460075,2.089675358,-7.90977055,-35.17710523,-7.937123836,177.475689,-47.22987574,9.089058303,4,191,0,7,79,3,6,100,3,1,57,2,2,2,0,10,-9.505071264
1xpz,-0.403189722,0.532058239,-2.177431536,-13.9184303,-0.782480242,-1.719590961,-32.0594653,4.05728795,8,90,0,0,9,5,37,47,1,2,11,1,0,1,1,7,-9.781381475
1xq0,1.324766039,1.618682895,-1.982016722,-19.40370947,-3.511279375,0.733793357,-39.16969019,3.407708935,8,85,0,0,10,2,43,38,2,1,7,1,1,0,1,7,-8.759033694
1y0l,7.640324546,3.316729268,-1.031802569,-36.89875231,-10.78950509,10.77566543,-39.56870781,4.826524937,2,92,0,2,1,0,90,1,1,1,41,0,5,0,1,6,-12.4339595
1y20,-28.05551592,0.234390636,-3.923734948,-14.31502894,0,12.05545736,-16.48330809,0.233638188,9,119,3,17,2,38,49,19,3,4,17,1,0,0,2,2,-7.349851617
1y2f,-43.77473846,-3.153827511,-0.188449853,-30.70046773,-4.465880716,49.43436266,-29.83051319,3.354119372,0,48,0,0,3,0,36,9,0,0,33,0,2,0,1,7,-6.797231195
1y2g,-6.007537373,1.437101543,-0.000364748,-23.06751044,-4.28335953,14.37225052,-32.26821148,1.494749554,0,31,0,0,4,0,25,2,0,0,20,0,2,0,0,3,-5.636728308
1y3n,3.973144177,0.640636751,-6.648725191,-16.89547342,0,22.52692491,-39.84871058,2.754036795,15,162,3,0,0,88,54,32,1,7,8,0,0,0,3,9,-7.66760836
1y3p,57.24226095,4.05811442,-10.66084534,-28.37713848,0,9.972298786,-73.5740655,19.05744546,18,259,2,0,3,97,76,99,2,7,14,0,0,0,4,19,-6.659076089
1y6r,-33.69092734,6.024973444,-7.120206997,-51.134144,-0.876790606,46.3728717,-54.85439807,5.350206712,7,162,0,26,20,27,47,49,4,1,23,0,0,0,2,6,-13.96748117
1yc1,26.18067872,2.636756013,-4.817290709,-33.63666469,-1.690557383,-13.0264921,-50.91733893,2.665729321,3,126,15,14,1,57,38,4,2,1,27,0,0,0,1,6,-8.524170014
