PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1z1h,3,115,0,13,28,0,36,41,2,1,26,0,0,0,0,10,-11.60502887
1swr,9,126,0,1,8,0,98,28,2,6,22,0,0,0,1,5,-9.560333306
1sqt,9,136,0,9,58,0,2,76,4,0,17,0,0,0,0,5,-8.565616546
1k1y,17,205,7,1,0,54,78,82,8,3,22,0,0,0,2,22,-4.4485944
1o2n,9,161,0,33,43,0,13,81,4,0,30,0,0,0,0,5,-8.41364593
1o2o,12,161,0,13,61,0,11,88,4,0,26,0,0,0,0,7,-8.786664715
1koj,15,201,7,4,41,76,8,80,3,11,1,0,0,0,2,10,-9.256392074
1o2j,6,141,0,4,60,0,5,78,3,0,23,0,0,0,0,7,-9.560333306
1o2k,5,141,0,4,61,0,5,76,3,0,20,0,0,0,0,7,-9.560333306
1fkf,3,141,0,0,20,12,52,60,1,2,35,0,0,0,0,10,-12.98657992
1fkg,2,77,0,0,6,13,30,30,0,2,29,0,0,0,0,10,-11.05240845
2fzz,5,185,0,44,43,0,27,76,2,1,52,0,3,3,0,8,-14.53391711
2dri,17,153,0,1,0,55,33,81,4,6,20,0,0,0,0,4,-9.518886774
2fqw,7,136,0,3,4,28,5,103,4,2,33,0,2,0,0,5,-9.228761053
2h4k,7,99,6,0,4,34,1,61,0,5,19,0,0,0,3,5,-7.584715296
1m1b,9,89,5,2,1,10,40,40,0,8,1,0,0,0,4,3,-6.43802792
2h4g,9,95,8,0,4,29,3,60,1,6,17,0,0,0,2,6,-9.007712884
1bwb,12,242,0,42,45,0,113,54,5,6,47,0,0,0,0,14,-11.63265989
1q66,6,171,0,9,23,55,63,27,4,2,38,0,2,0,0,6,-7.971549592
1lnm,2,88,0,4,0,16,70,0,0,0,27,0,1,0,0,3,-12.01949419
2fzk,12,189,3,2,12,86,28,70,1,8,3,1,0,0,5,7,-4.973583801
1gyy,3,74,0,9,4,11,20,33,0,2,24,0,0,1,1,3,-5.028845843
1gyx,4,66,0,10,1,5,32,22,0,3,18,0,1,0,1,1,-3.426246618
1n4h,1,54,3,1,7,24,2,18,0,2,14,0,0,0,2,5,-9.049159416
1qsc,11,189,0,4,49,0,43,104,8,6,24,0,0,0,1,24,-5.084107885
1kzk,3,167,0,19,43,0,63,45,3,1,41,0,0,0,0,11,-14.35431547
1b38,12,158,0,10,31,0,53,76,3,6,13,0,0,0,4,11,-9.118236968
2fzg,11,154,5,2,28,72,25,33,0,4,6,0,0,0,3,6,-4.669642569
8abp,13,153,0,0,4,55,7,100,4,5,8,0,0,0,0,6,-11.05240845
1gpn,2,87,0,8,19,13,7,42,0,1,25,1,0,0,0,0,-8.952450842
1vj9,12,186,0,12,92,0,25,69,5,2,20,1,0,1,0,17,-10.43071047
1nw4,8,134,0,37,3,15,41,46,2,1,16,0,0,1,0,5,-12.53066808
1nw5,11,177,3,7,36,14,37,91,4,7,16,0,0,1,2,11,-7.197881001
1nw7,8,133,4,8,22,13,32,62,6,3,17,0,0,1,1,11,-7.032094874
1bxq,7,178,0,3,39,0,37,106,4,2,25,0,0,0,0,19,-10.19584679
1add,5,133,0,7,7,29,9,86,4,2,24,3,1,0,0,6,-9.311654116
1bxr,18,250,0,12,35,35,116,70,5,12,19,0,0,0,7,11,-4.69727359
1ado,4,74,0,15,10,5,29,19,0,4,3,0,0,0,1,5,-8.289306335
1adl,3,57,5,0,2,9,38,6,0,3,16,0,0,0,1,14,-7.405113659
1v0l,8,130,0,0,1,0,37,100,3,3,13,0,0,0,2,6,-10.43071047
1v11,10,179,0,7,30,7,29,116,1,7,34,0,1,0,4,9,-5.498573202
1nt1,3,121,0,47,17,0,20,40,2,1,37,0,0,0,0,1,-12.28198889
2f6t,9,119,10,1,8,35,9,65,1,7,27,0,0,0,1,5,-6.382765878
1x8j,0,20,0,0,1,11,1,7,0,0,7,0,0,0,0,1,-9.615595348
1x8d,6,81,0,0,0,69,18,0,0,3,0,0,0,0,0,4,-3.053227833
1jgl,6,95,0,2,16,0,54,29,2,2,34,0,2,0,0,2,-12.01949419
1oyq,5,148,0,28,39,0,24,62,4,0,29,0,0,0,0,13,-9.615595348
3pcc,8,72,0,2,0,0,47,31,0,1,16,0,0,0,0,2,-5.001214822
1ch8,14,206,23,13,45,62,51,26,2,10,17,0,0,0,4,7,-9.670857391
1c3x,5,98,0,48,0,0,24,31,2,0,16,0,0,0,0,1,-5.084107885
1m13,3,97,3,0,0,83,8,6,0,2,48,0,0,0,0,12,-10.45834149
1oyt,5,122,0,31,28,0,13,55,2,1,26,0,0,0,0,5,-10.00242964
1wc1,11,155,17,9,15,53,35,37,0,4,9,0,0,0,3,12,-5.526204223
1xq0,8,85,0,0,10,2,43,38,2,1,7,1,1,0,1,7,-8.759033694
1x8t,24,235,4,0,3,190,0,62,1,16,17,0,0,0,10,8,-10.77609824
1ydd,6,118,0,0,4,4,56,60,2,1,6,1,0,0,1,3,-9.767565965
1x8r,24,280,2,0,9,137,0,156,1,17,17,0,0,0,11,8,-8.455092462
1pb8,11,124,2,17,2,41,56,17,4,5,13,1,0,0,2,4,-7.114987937
1o3i,4,149,0,8,62,0,5,78,3,0,24,0,0,0,0,4,-10.08532271
1bap,13,120,0,0,1,41,4,87,3,5,6,0,0,0,0,4,-9.463624732
2sim,11,142,0,0,0,0,74,79,2,8,12,0,0,0,3,9,-4.724904611
1hwr,4,122,0,1,40,0,38,47,2,2,33,0,0,0,0,10,-11.50832029
1sbg,4,117,0,11,36,0,31,43,3,1,30,0,0,0,0,15,-10.69320517
1t7d,6,102,0,37,0,0,51,20,2,2,19,0,0,0,1,12,-8.330752867
1nwl,5,82,8,0,14,30,0,35,2,2,13,0,0,0,0,11,-3.301907023
1o2z,8,157,0,9,64,0,3,89,3,1,23,1,0,1,0,10,-8.441276951
1x38,12,154,0,0,1,12,90,63,4,3,25,0,1,0,0,6,-12.11620276
1x39,13,148,0,2,1,7,90,61,5,3,15,0,0,0,0,8,-12.73790073
1i00,0,60,2,0,2,14,14,28,0,0,26,0,0,1,1,9,-8.759033694
2hxm,9,129,7,2,25,24,15,65,1,8,26,1,2,1,0,8,-7.211696511
1v2u,3,93,0,18,29,0,12,37,3,0,13,0,0,0,0,2,-4.655827058
2bpv,6,127,0,13,36,0,32,52,4,1,20,0,0,0,2,14,-10.5964966
2toh,1,75,3,2,17,24,6,24,1,2,7,0,0,0,0,5,-5.733436882
1jn2,1,26,0,1,6,0,0,20,0,1,4,1,0,0,0,7,-5.650543818
1bai,10,186,0,17,50,0,52,77,4,4,20,0,0,0,1,29,-10.63794313
1tkb,10,155,0,0,35,23,4,103,1,7,28,0,1,0,4,9,-11.05240845
2izl,7,112,0,0,9,0,89,21,5,2,19,0,0,0,0,6,-8.289306335
1jn4,10,196,0,23,0,22,86,75,2,6,17,1,1,0,5,14,-6.838677726
2ez7,2,58,0,0,10,0,4,46,1,1,1,0,0,0,0,4,-6.023562603
1qkb,1,9,0,0,0,6,4,0,0,0,3,0,0,0,0,17,-10.15440026
1qka,21,338,2,36,46,48,114,113,8,4,33,0,0,0,3,20,-8.17878225
1b6h,18,264,2,41,26,39,105,69,5,3,18,1,0,0,4,23,-10.80372926
1b52,17,258,2,36,33,32,95,77,7,3,21,0,0,0,1,18,-9.836643517
1b0h,19,303,2,57,20,50,137,56,7,4,30,1,0,0,4,23,-9.256392074
1b51,18,240,2,34,26,32,97,67,4,5,18,0,0,0,1,18,-10.18203128
1b4z,10,156,2,24,17,28,46,49,4,2,13,0,0,0,0,12,-7.225512022
1ssq,7,80,0,4,0,0,33,50,2,2,2,0,0,0,0,4,-8.289306335
1f57,6,61,0,1,0,0,18,48,2,5,2,0,0,0,4,3,-7.791947955
1awi,7,148,4,0,7,111,8,25,0,4,45,0,0,0,0,10,-5.595281776
1b2h,20,285,2,42,27,39,101,94,6,4,18,1,0,0,5,25,-6.272241793
1f8a,11,190,0,18,12,17,80,74,2,8,31,1,0,0,2,40,-6.907755279
1fch,14,201,20,0,0,195,0,0,5,4,18,0,0,0,2,25,-9.878090049
1b11,8,96,0,28,23,0,26,27,2,2,10,0,0,0,2,19,-10.2096623
4ts1,7,145,4,13,0,88,31,16,3,1,17,0,0,0,0,5,-6.824862216
1b32,18,246,2,34,25,39,100,64,5,4,27,0,0,0,1,19,-9.809012496
1b4h,21,278,4,43,31,35,116,70,8,5,17,1,0,0,4,24,-7.543268765
2a4m,0,73,0,9,0,49,14,1,0,1,11,0,0,0,0,4,-6.244610772
1b74,4,79,7,0,16,28,7,25,1,1,1,0,0,0,0,5,-1.796016373
1fo0,26,491,8,0,16,328,93,72,8,12,75,0,0,0,1,32,-7.722870402
2i3h,7,127,0,48,3,27,41,15,4,1,21,2,0,0,0,10,-10.22347781
1qaw,8,129,0,38,23,0,66,10,5,4,13,0,0,0,0,4,-7.073541406
1jd5,9,184,3,57,2,46,58,27,4,2,17,1,0,0,0,26,-9.145867989
1o9d,16,201,2,0,0,215,0,0,4,9,18,0,0,0,5,34,-7.736685913
3tlh,5,86,0,15,28,0,23,25,2,2,8,0,0,0,2,19,-12.18528031
2olb,20,282,2,38,34,33,98,97,6,4,26,0,0,0,2,21,-7.653792849
1b40,18,277,2,35,24,46,105,83,9,3,36,0,0,1,1,18,-10.05769169
1oz0,13,292,8,0,34,55,41,167,3,7,25,1,0,0,5,30,-10.63794313
1laf,14,196,1,24,15,40,67,63,6,4,20,0,0,0,1,6,-10.84517579
1lag,10,132,1,11,10,38,41,41,5,4,18,2,1,0,1,4,-8.703771652
1qq9,7,81,0,1,11,0,19,57,1,1,2,0,0,0,0,5,-2.845995175
1wkm,8,84,0,0,0,0,70,22,0,0,5,0,0,0,0,5,-1.132871866
1b3f,17,281,2,34,29,44,105,84,7,4,32,0,0,1,2,18,-9.518886774
1b3g,15,242,2,36,26,30,93,70,7,4,25,0,0,0,1,18,-9.256392074
1fzo,11,288,2,1,0,224,72,0,4,7,48,1,2,0,0,25,-10.90043783
1fzm,16,386,9,2,0,331,60,0,8,9,48,0,0,0,1,32,-10.63794313
1b46,16,222,2,44,12,24,102,54,7,5,20,0,0,0,1,15,-7.294589575
1b3l,17,214,2,32,25,22,90,60,7,4,16,0,0,0,1,16,-8.137335719
1b1h,15,278,5,36,29,45,99,79,5,4,31,1,0,0,4,24,-9.712303922
1b3h,19,240,2,35,25,40,88,69,8,3,30,0,0,0,1,18,-8.579432057
1sln,9,129,5,19,37,33,25,19,2,3,28,0,0,0,5,19,-9.173499011
1oai,3,141,26,0,9,84,0,25,1,2,20,0,0,0,0,36,-6.907755279
1wdn,12,146,2,15,10,3,97,31,3,6,9,0,0,0,0,5,-8.703771652
1b58,19,267,2,32,30,39,101,82,9,4,30,0,0,1,1,19,-9.104421458
1xff,13,133,0,12,27,21,45,41,3,8,3,0,0,0,2,5,-6.659076089
1b05,17,240,2,34,29,31,93,68,6,3,21,0,0,0,1,18,-9.836643517
1ii5,13,110,1,16,11,11,64,20,2,7,8,0,0,0,0,6,-9.145867989
1jet,17,234,2,33,32,24,96,64,5,4,20,0,0,0,1,16,-10.01624515
1jeu,20,235,2,40,17,41,112,43,9,5,22,0,0,0,2,19,-9.422178201
1b5j,18,274,2,36,24,49,107,74,10,5,24,0,0,0,1,19,-10.26492434
6fiv,8,99,0,19,31,0,31,26,4,2,8,0,0,0,2,19,-11.16293253
1b5h,16,279,4,44,31,30,112,74,5,4,15,1,0,0,4,23,-8.303121845
1b5i,18,256,2,32,30,34,96,80,7,4,22,0,0,0,1,18,-9.739934943
1njs,12,231,0,12,71,25,39,96,5,6,10,0,0,0,2,22,-10.80372926
1xt8,15,145,3,11,10,55,52,29,3,5,7,0,0,0,3,3,-9.463624732
2h6q,8,175,0,38,1,0,81,63,6,0,36,0,0,0,4,45,-7.059725895
2bmk,8,131,0,2,17,0,80,40,3,4,17,0,0,0,4,10,-7.764316934
1f2o,7,95,0,0,14,0,13,75,2,1,3,0,0,0,0,4,-2.638762517
1umw,12,178,11,25,15,9,83,47,1,7,11,3,0,0,2,41,-9.049159416
1jq8,5,178,42,0,35,53,0,53,2,1,43,0,0,0,0,19,-8.289306335
1f2p,8,109,0,2,13,0,27,75,4,1,8,0,1,0,0,4,-2.624947006
5fiv,7,86,0,19,27,0,20,27,4,2,5,0,0,0,2,19,-10.58268109
1utc,9,192,0,24,6,0,98,73,2,8,33,0,0,2,1,25,-6.286057304
1jev,23,302,3,39,27,58,110,88,8,5,37,1,0,3,1,18,-9.518886774
1obx,4,63,3,13,12,5,17,17,1,3,17,0,0,0,0,16,-7.902472039
2bsu,24,441,24,0,0,330,110,1,5,8,104,0,0,1,0,34,-7.819578976
